...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID
218,A0341,3,A,3A,Hindu,Friends,Friend2,1,19,F,41,NA,4,7,NA,7,4,4,7,NA,3,4,4,8,NA,2,2,NA,3,1,1,1,1,4,1,1,2,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,3,M,Hindu,1,1,1,1,1,1,5,1,1,1,1,4,5,6,NA,NA,NA,NA,NA,3,1,3,5,7,NA,7,1,0,1,A3
219,A0341,3,A,3A,Hindu,Friends,Friend3,1,49,F,41,NA,4,7,NA,7,4,4,7,NA,3,4,4,8,NA,2,2,NA,3,1,1,1,1,4,1,1,2,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,3,F,other,2,1,2,1,1,1,4,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,5,1,7,5,1,1,0,A3
220,A0342,3,A,3A,Muslim,Friends,Friend1,1,43,F,42,NA,1,6,NA,2,7,2,6,3,NA,1,5,7,don't know,2,2,3,2,1,3,2,2,4,1,1,3,2,1,4,5,5,NA,NA,NA,NA,NA,1,5,NA,NA,F,Muslim,1,2,1,1,1,1,NA,NA,1,NA,1,4,1,7,NA,NA,NA,NA,NA,1,2,5,5,1,7,1,7,1,1,A3
221,A0342,3,A,3A,Muslim,Friends,Friend2,1,48,F,42,NA,1,6,NA,2,7,2,6,3,NA,1,5,7,don't know,2,2,3,2,1,3,2,2,4,1,1,3,2,1,4,5,5,NA,NA,NA,NA,NA,1,5,NA,NA,F,Muslim,1,3,3,1,2,1,4,2,1,4,1,4,4,4,NA,NA,NA,NA,NA,3,1,5,2,1,7,1,7,1,1,A3
222,A0342,3,A,3A,Muslim,Friends,Friend3,1,51,F,42,NA,1,6,NA,2,7,2,6,3,NA,1,5,7,don't know,2,2,3,2,1,3,2,2,4,1,1,3,2,1,4,5,5,NA,NA,NA,NA,NA,1,5,NA,NA,F,Muslim,3,1,2,2,2,1,4,1,1,1,1,4,7,7,NA,NA,NA,NA,NA,1,1,4,2,1,7,1,7,1,1,A3
223,A0342,3,A,3A,Muslim,Friends,Friend4,1,59,F,42,NA,1,6,NA,2,7,2,6,3,NA,1,5,7,don't know,2,2,3,2,1,3,2,2,4,1,1,3,2,1,4,5,5,NA,NA,NA,NA,NA,1,5,NA,NA,F,Muslim,2,1,2,1,1,1,4,2,1,2,2,4,4,4,NA,NA,NA,NA,NA,1,1,3,5,3,7,2,7,1,1,A3
224,A0343,3,A,3A,Muslim,Friends,Friend1,1,42,F,43,NA,1,7,NA,1,7,7,7,2,2,4,5,7,NA,2,1,2,1,1,1,1,4,NA,NA,1,NA,2,1,4,1,7,NA,NA,NA,NA,NA,1,2,5,5,F,Muslim,2,3,2,1,3,2,4,1,1,3,1,4,5,5,NA,NA,NA,NA,NA,1,5,NA,NA,1,6,2,7,1,1,A3
225,A0343,3,A,3A,Muslim,Friends,Friend2,1,46,F,43,NA,1,7,NA,1,7,7,7,2,2,4,5,7,NA,2,1,2,1,1,1,1,4,NA,NA,1,NA,2,1,4,1,7,NA,NA,NA,NA,NA,1,2,5,5,F,Muslim,5,4,3,1,2,1,4,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,4,5,2,6,1,7,1,1,A3
226,A0343,3,A,3A,Muslim,Friends,Friend3,1,47,F,43,NA,1,7,NA,1,7,7,7,2,2,4,5,7,NA,2,1,2,1,1,1,1,4,NA,NA,1,NA,2,1,4,1,7,NA,NA,NA,NA,NA,1,2,5,5,F,Hindu,1,2,2,1,1,1,4,1,3,2,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,5,6,7,5,1,0,A3
227,A0343,3,A,3A,Muslim,Friends,Friend4,1,59,F,43,NA,1,7,NA,1,7,7,7,2,2,4,5,7,NA,2,1,2,1,1,1,1,4,NA,NA,1,NA,2,1,4,1,7,NA,NA,NA,NA,NA,1,2,5,5,F,Muslim,2,1,2,1,1,1,4,2,1,2,2,4,4,4,NA,NA,NA,NA,NA,1,1,3,5,3,7,2,7,1,1,A3
228,A0344,3,A,3A,Muslim,Friends,Friend1,1,40,F,44,NA,1,6,NA,5,7,NA,4,4,6,4,1,7,NA,2,NA,1,2,NA,3,1,2,3,2,1,3,2,1,2,1,4,NA,NA,NA,NA,NA,5,5,3,3,F,Muslim,1,2,1,1,1,1,2,2,5,2,2,2,3,2,NA,NA,NA,NA,NA,2,1,3,5,1,7,1,7,1,1,A3
229,A0344,3,A,3A,Muslim,Friends,Friend2,1,43,F,44,NA,1,6,NA,5,7,NA,4,4,6,4,1,7,NA,2,NA,1,2,NA,3,1,2,3,2,1,3,2,1,2,1,4,NA,NA,NA,NA,NA,5,5,3,3,F,Muslim,1,2,1,1,1,1,NA,NA,1,NA,1,4,1,7,NA,NA,NA,NA,NA,1,2,5,5,1,7,1,7,1,1,A3
230,A0344,3,A,3A,Muslim,Friends,Friend3,1,46,F,44,NA,1,6,NA,5,7,NA,4,4,6,4,1,7,NA,2,NA,1,2,NA,3,1,2,3,2,1,3,2,1,2,1,4,NA,NA,NA,NA,NA,5,5,3,3,F,Muslim,5,4,3,1,2,1,4,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,4,5,2,6,1,7,1,1,A3
231,A0344,3,A,3A,Muslim,Friends,Friend4,1,47,F,44,NA,1,6,NA,5,7,NA,4,4,6,4,1,7,NA,2,NA,1,2,NA,3,1,2,3,2,1,3,2,1,2,1,4,NA,NA,NA,NA,NA,5,5,3,3,F,Hindu,1,2,2,1,1,1,4,1,3,2,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,5,6,7,5,1,0,A3
232,A0344,3,A,3A,Muslim,Friends,Friend5,1,48,F,44,NA,1,6,NA,5,7,NA,4,4,6,4,1,7,NA,2,NA,1,2,NA,3,1,2,3,2,1,3,2,1,2,1,4,NA,NA,NA,NA,NA,5,5,3,3,F,Muslim,1,3,3,1,2,1,4,2,1,4,1,4,4,4,NA,NA,NA,NA,NA,3,1,5,2,1,7,1,7,1,1,A3
233,A0344,3,A,3A,Muslim,Friends,Friend6,1,52,F,44,NA,1,6,NA,5,7,NA,4,4,6,4,1,7,NA,2,NA,1,2,NA,3,1,2,3,2,1,3,2,1,2,1,4,NA,NA,NA,NA,NA,5,5,3,3,F,Hindu,1,2,3,1,1,1,3,1,2,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,1,7,7,1,1,0,A3
234,A0344,3,A,3A,Muslim,Friends,Friend7,1,53,F,44,NA,1,6,NA,5,7,NA,4,4,6,4,1,7,NA,2,NA,1,2,NA,3,1,2,3,2,1,3,2,1,2,1,4,NA,NA,NA,NA,NA,5,5,3,3,F,Hindu,1,1,1,1,1,1,4,1,5,3,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,1,7,7,1,1,0,A3
235,A0346,3,A,3A,Muslim,Friends,Friend1,1,19,F,46,NA,2,6,NA,1,7,7,7,3,5,4,4,7,muslim,2,5,4,3,1,2,1,NA,4,1,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,4,5,M,Hindu,1,1,1,1,1,1,5,1,1,1,1,4,5,6,NA,NA,NA,NA,NA,3,1,3,5,7,NA,7,1,0,0,A3
236,A0346,3,A,3A,Muslim,Friends,Friend2,1,38,F,46,NA,2,6,NA,1,7,7,7,3,5,4,4,7,muslim,2,5,4,3,1,2,1,NA,4,1,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,4,5,F,Hindu,1,1,1,1,1,1,4,1,5,2,1,4,1,1,NA,NA,NA,NA,NA,1,1,3,5,4,7,7,3,1,0,A3
237,A0346,3,A,3A,Muslim,Friends,Friend3,1,41,F,46,NA,2,6,NA,1,7,7,7,3,5,4,4,7,muslim,2,5,4,3,1,2,1,NA,4,1,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,4,5,F,Hindu,2,NA,3,1,1,1,4,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,3,4,7,7,4,1,0,A3
238,A0346,3,A,3A,Muslim,Friends,Friend4,1,43,F,46,NA,2,6,NA,1,7,7,7,3,5,4,4,7,muslim,2,5,4,3,1,2,1,NA,4,1,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,4,5,F,Muslim,1,2,1,1,1,1,NA,NA,1,NA,1,4,1,7,NA,NA,NA,NA,NA,1,2,5,5,1,7,1,7,1,1,A3
239,A0346,3,A,3A,Muslim,Friends,Friend5,1,51,F,46,NA,2,6,NA,1,7,7,7,3,5,4,4,7,muslim,2,5,4,3,1,2,1,NA,4,1,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,4,5,F,Muslim,3,1,2,2,2,1,4,1,1,1,1,4,7,7,NA,NA,NA,NA,NA,1,1,4,2,1,7,1,7,1,1,A3
240,A0346,3,A,3A,Muslim,Friends,Friend6,1,58,F,46,NA,2,6,NA,1,7,7,7,3,5,4,4,7,muslim,2,5,4,3,1,2,1,NA,4,1,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,4,5,F,Hindu,2,3,2,1,2,1,3,1,2,2,1,7,4,2,NA,NA,NA,NA,NA,4,2,3,5,5,7,7,1,1,0,A3
241,A0346,3,A,3A,Muslim,Friends,Friend7,1,61,F,46,NA,2,6,NA,1,7,7,7,3,5,4,4,7,muslim,2,5,4,3,1,2,1,NA,4,1,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,4,5,F,Hindu,1,1,1,1,1,1,4,1,1,1,1,7,4,4,NA,NA,NA,NA,NA,1,1,5,5,6,7,7,4,1,0,A3
242,A0347,3,A,3A,Hindu,Friends,Friend1,1,38,F,47,NA,5,6,NA,7,5,7,7,5,4,4,5,1,NA,2,1,2,2,1,1,1,4,4,1,3,2,1,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,F,Hindu,1,1,1,1,1,1,4,1,5,2,1,4,1,1,NA,NA,NA,NA,NA,1,1,3,5,4,7,7,3,1,1,A3
243,A0347,3,A,3A,Hindu,Friends,Friend2,1,39,F,47,NA,5,6,NA,7,5,7,7,5,4,4,5,1,NA,2,1,2,2,1,1,1,4,4,1,3,2,1,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,F,Hindu,1,1,2,1,2,1,3,1,3,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,2,5,7,7,7,6,1,1,A3
244,A0347,3,A,3A,Hindu,Friends,Friend3,1,48,F,47,NA,5,6,NA,7,5,7,7,5,4,4,5,1,NA,2,1,2,2,1,1,1,4,4,1,3,2,1,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,F,Muslim,1,3,3,1,2,1,4,2,1,4,1,4,4,4,NA,NA,NA,NA,NA,3,1,5,2,1,7,1,7,1,0,A3
245,A0347,3,A,3A,Hindu,Friends,Friend4,1,50,F,47,NA,5,6,NA,7,5,7,7,5,4,4,5,1,NA,2,1,2,2,1,1,1,4,4,1,3,2,1,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A3
246,A0347,3,A,3A,Hindu,Friends,Friend5,1,53,F,47,NA,5,6,NA,7,5,7,7,5,4,4,5,1,NA,2,1,2,2,1,1,1,4,4,1,3,2,1,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,F,Hindu,1,1,1,1,1,1,4,1,5,3,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,1,7,7,1,1,1,A3
247,A0347,3,A,3A,Hindu,Friends,Friend6,1,61,F,47,NA,5,6,NA,7,5,7,7,5,4,4,5,1,NA,2,1,2,2,1,1,1,4,4,1,3,2,1,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,F,Hindu,1,1,1,1,1,1,4,1,1,1,1,7,4,4,NA,NA,NA,NA,NA,1,1,5,5,6,7,7,4,1,1,A3
248,A0347,3,A,3A,Hindu,Friends,Friend7,1,66,F,47,NA,5,6,NA,7,5,7,7,5,4,4,5,1,NA,2,1,2,2,1,1,1,4,4,1,3,2,1,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,F,Hindu,1,1,1,1,1,1,4,1,3,3,1,4,4,4,NA,NA,NA,NA,NA,2,1,4,5,4,6,NA,3,1,1,A3
249,A0348,3,A,3A,Muslim,Friends,Friend1,1,42,F,48,NA,1,7,NA,1,7,7,6,2,4,5,3,7,shuny,2,1,3,3,1,2,1,2,4,2,1,4,2,1,4,4,4,NA,NA,NA,NA,NA,3,1,5,2,F,Muslim,2,3,2,1,3,2,4,1,1,3,1,4,5,5,NA,NA,NA,NA,NA,1,5,NA,NA,1,6,2,7,1,1,A3
250,A0348,3,A,3A,Muslim,Friends,Friend2,1,44,F,48,NA,1,7,NA,1,7,7,6,2,4,5,3,7,shuny,2,1,3,3,1,2,1,2,4,2,1,4,2,1,4,4,4,NA,NA,NA,NA,NA,3,1,5,2,F,Muslim,NA,1,2,NA,3,1,3,2,1,3,1,2,1,4,NA,NA,NA,NA,NA,5,5,3,3,1,6,5,7,1,1,A3
251,A0348,3,A,3A,Muslim,Friends,Friend3,1,47,F,48,NA,1,7,NA,1,7,7,6,2,4,5,3,7,shuny,2,1,3,3,1,2,1,2,4,2,1,4,2,1,4,4,4,NA,NA,NA,NA,NA,3,1,5,2,F,Hindu,1,2,2,1,1,1,4,1,3,2,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,5,6,7,5,1,0,A3
252,A0348,3,A,3A,Muslim,Friends,Friend4,1,59,F,48,NA,1,7,NA,1,7,7,6,2,4,5,3,7,shuny,2,1,3,3,1,2,1,2,4,2,1,4,2,1,4,4,4,NA,NA,NA,NA,NA,3,1,5,2,F,Muslim,2,1,2,1,1,1,4,2,1,2,2,4,4,4,NA,NA,NA,NA,NA,1,1,3,5,3,7,2,7,1,1,A3
253,A0349,3,A,3A,other,Friends,Friend1,1,38,F,49,NA,1,7,NA,5,1,7,7,1,6,4,4,7,shick,2,2,1,2,1,1,1,4,4,1,1,1,3,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,5,F,Hindu,1,1,1,1,1,1,4,1,5,2,1,4,1,1,NA,NA,NA,NA,NA,1,1,3,5,4,7,7,3,1,0,A3
254,A0349,3,A,3A,other,Friends,Friend2,1,39,F,49,NA,1,7,NA,5,1,7,7,1,6,4,4,7,shick,2,2,1,2,1,1,1,4,4,1,1,1,3,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,5,F,Hindu,1,1,2,1,2,1,3,1,3,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,2,5,7,7,7,6,1,0,A3
255,A0349,3,A,3A,other,Friends,Friend3,1,41,F,49,NA,1,7,NA,5,1,7,7,1,6,4,4,7,shick,2,2,1,2,1,1,1,4,4,1,1,1,3,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,5,F,Hindu,2,NA,3,1,1,1,4,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,3,4,7,7,4,1,0,A3
256,A0349,3,A,3A,other,Friends,Friend4,1,48,F,49,NA,1,7,NA,5,1,7,7,1,6,4,4,7,shick,2,2,1,2,1,1,1,4,4,1,1,1,3,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,5,F,Muslim,1,3,3,1,2,1,4,2,1,4,1,4,4,4,NA,NA,NA,NA,NA,3,1,5,2,1,7,1,7,1,0,A3
257,A0349,3,A,3A,other,Friends,Friend5,1,50,F,49,NA,1,7,NA,5,1,7,7,1,6,4,4,7,shick,2,2,1,2,1,1,1,4,4,1,1,1,3,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A3
258,A0349,3,A,3A,other,Friends,Friend6,1,58,F,49,NA,1,7,NA,5,1,7,7,1,6,4,4,7,shick,2,2,1,2,1,1,1,4,4,1,1,1,3,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,5,F,Hindu,2,3,2,1,2,1,3,1,2,2,1,7,4,2,NA,NA,NA,NA,NA,4,2,3,5,5,7,7,1,1,0,A3
259,A0349,3,A,3A,other,Friends,Friend7,1,60,F,49,NA,1,7,NA,5,1,7,7,1,6,4,4,7,shick,2,2,1,2,1,1,1,4,4,1,1,1,3,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,5,F,Hindu,5,2,NA,1,4,1,4,1,3,2,2,4,2,2,NA,NA,NA,NA,NA,3,1,3,5,2,6,6,2,1,0,A3
260,A0351,3,A,3A,Muslim,Friends,Friend1,1,42,F,51,NA,1,7,NA,1,7,7,7,3,1,1,5,7,sunny,2,3,1,2,2,2,1,4,4,1,1,1,2,1,4,7,7,NA,NA,NA,NA,NA,1,1,4,2,F,Muslim,2,3,2,1,3,2,4,1,1,3,1,4,5,5,NA,NA,NA,NA,NA,1,5,NA,NA,1,6,2,7,1,1,A3
261,A0351,3,A,3A,Muslim,Friends,Friend2,1,43,F,51,NA,1,7,NA,1,7,7,7,3,1,1,5,7,sunny,2,3,1,2,2,2,1,4,4,1,1,1,2,1,4,7,7,NA,NA,NA,NA,NA,1,1,4,2,F,Muslim,1,2,1,1,1,1,NA,NA,1,NA,1,4,1,7,NA,NA,NA,NA,NA,1,2,5,5,1,7,1,7,1,1,A3
262,A0351,3,A,3A,Muslim,Friends,Friend3,1,46,F,51,NA,1,7,NA,1,7,7,7,3,1,1,5,7,sunny,2,3,1,2,2,2,1,4,4,1,1,1,2,1,4,7,7,NA,NA,NA,NA,NA,1,1,4,2,F,Muslim,5,4,3,1,2,1,4,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,4,5,2,6,1,7,1,1,A3
263,A0351,3,A,3A,Muslim,Friends,Friend4,1,47,F,51,NA,1,7,NA,1,7,7,7,3,1,1,5,7,sunny,2,3,1,2,2,2,1,4,4,1,1,1,2,1,4,7,7,NA,NA,NA,NA,NA,1,1,4,2,F,Hindu,1,2,2,1,1,1,4,1,3,2,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,5,6,7,5,1,0,A3
264,A0351,3,A,3A,Muslim,Friends,Friend5,1,59,F,51,NA,1,7,NA,1,7,7,7,3,1,1,5,7,sunny,2,3,1,2,2,2,1,4,4,1,1,1,2,1,4,7,7,NA,NA,NA,NA,NA,1,1,4,2,F,Muslim,2,1,2,1,1,1,4,2,1,2,2,4,4,4,NA,NA,NA,NA,NA,1,1,3,5,3,7,2,7,1,1,A3
265,A0352,3,A,3A,Hindu,Friends,Friend1,1,47,F,52,NA,1,7,NA,7,1,4,6,1,5,5,7,1,NA,2,1,2,3,1,1,1,1,3,1,2,1,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,F,Hindu,1,2,2,1,1,1,4,1,3,2,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,5,6,7,5,1,1,A3
266,A0352,3,A,3A,Hindu,Friends,Friend2,1,53,F,52,NA,1,7,NA,7,1,4,6,1,5,5,7,1,NA,2,1,2,3,1,1,1,1,3,1,2,1,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,F,Hindu,1,1,1,1,1,1,4,1,5,3,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,1,7,7,1,1,1,A3
267,A0352,3,A,3A,Hindu,Friends,Friend3,1,54,F,52,NA,1,7,NA,7,1,4,6,1,5,5,7,1,NA,2,1,2,3,1,1,1,1,3,1,2,1,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,F,Hindu,1,1,2,1,1,1,3,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,3,2,1,7,7,1,1,1,A3
268,A0352,3,A,3A,Hindu,Friends,Friend4,1,55,F,52,NA,1,7,NA,7,1,4,6,1,5,5,7,1,NA,2,1,2,3,1,1,1,1,3,1,2,1,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A3
269,A0352,3,A,3A,Hindu,Friends,Friend5,1,60,F,52,NA,1,7,NA,7,1,4,6,1,5,5,7,1,NA,2,1,2,3,1,1,1,1,3,1,2,1,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,F,Hindu,5,2,NA,1,4,1,4,1,3,2,2,4,2,2,NA,NA,NA,NA,NA,3,1,3,5,2,6,6,2,1,1,A3
270,A0352,3,A,3A,Hindu,Friends,Friend6,1,61,F,52,NA,1,7,NA,7,1,4,6,1,5,5,7,1,NA,2,1,2,3,1,1,1,1,3,1,2,1,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,F,Hindu,1,1,1,1,1,1,4,1,1,1,1,7,4,4,NA,NA,NA,NA,NA,1,1,5,5,6,7,7,4,1,1,A3
271,A0352,3,A,3A,Hindu,Friends,Friend7,1,63,F,52,NA,1,7,NA,7,1,4,6,1,5,5,7,1,NA,2,1,2,3,1,1,1,1,3,1,2,1,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,F,Hindu,1,1,2,1,2,1,3,3,2,4,1,4,4,4,NA,NA,NA,NA,NA,1,3,3,2,2,7,7,6,1,1,A3
272,A0353,3,A,3A,Hindu,Friends,Friend1,1,38,F,53,NA,1,7,NA,7,1,7,7,2,2,4,7,8,8,2,1,1,1,1,1,1,1,4,1,5,3,1,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,F,Hindu,1,1,1,1,1,1,4,1,5,2,1,4,1,1,NA,NA,NA,NA,NA,1,1,3,5,4,7,7,3,1,1,A3
273,A0353,3,A,3A,Hindu,Friends,Friend2,1,52,F,53,NA,1,7,NA,7,1,7,7,2,2,4,7,8,8,2,1,1,1,1,1,1,1,4,1,5,3,1,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,F,Hindu,1,2,3,1,1,1,3,1,2,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,1,7,7,1,1,1,A3
274,A0353,3,A,3A,Hindu,Friends,Friend3,1,54,F,53,NA,1,7,NA,7,1,7,7,2,2,4,7,8,8,2,1,1,1,1,1,1,1,4,1,5,3,1,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,F,Hindu,1,1,2,1,1,1,3,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,3,2,1,7,7,1,1,1,A3
275,A0353,3,A,3A,Hindu,Friends,Friend4,1,55,F,53,NA,1,7,NA,7,1,7,7,2,2,4,7,8,8,2,1,1,1,1,1,1,1,4,1,5,3,1,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A3
276,A0353,3,A,3A,Hindu,Friends,Friend5,1,58,F,53,NA,1,7,NA,7,1,7,7,2,2,4,7,8,8,2,1,1,1,1,1,1,1,4,1,5,3,1,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,F,Hindu,2,3,2,1,2,1,3,1,2,2,1,7,4,2,NA,NA,NA,NA,NA,4,2,3,5,5,7,7,1,1,1,A3
277,A0353,3,A,3A,Hindu,Friends,Friend6,1,60,F,53,NA,1,7,NA,7,1,7,7,2,2,4,7,8,8,2,1,1,1,1,1,1,1,4,1,5,3,1,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,F,Hindu,5,2,NA,1,4,1,4,1,3,2,2,4,2,2,NA,NA,NA,NA,NA,3,1,3,5,2,6,6,2,1,1,A3
278,A0354,3,A,3A,Hindu,Friends,Friend1,1,38,F,54,NA,1,7,NA,7,1,7,7,1,7,1,4,3,NA,2,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,3,2,F,Hindu,1,1,1,1,1,1,4,1,5,2,1,4,1,1,NA,NA,NA,NA,NA,1,1,3,5,4,7,7,3,1,1,A3
279,A0354,3,A,3A,Hindu,Friends,Friend2,1,41,F,54,NA,1,7,NA,7,1,7,7,1,7,1,4,3,NA,2,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,3,2,F,Hindu,2,NA,3,1,1,1,4,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,3,4,7,7,4,1,1,A3
280,A0354,3,A,3A,Hindu,Friends,Friend3,1,47,F,54,NA,1,7,NA,7,1,7,7,1,7,1,4,3,NA,2,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,3,2,F,Hindu,1,2,2,1,1,1,4,1,3,2,1,4,3,2,NA,NA,NA,NA,NA,1,1,2,3,5,6,7,5,1,1,A3
281,A0354,3,A,3A,Hindu,Friends,Friend4,1,52,F,54,NA,1,7,NA,7,1,7,7,1,7,1,4,3,NA,2,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,3,2,F,Hindu,1,2,3,1,1,1,3,1,2,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,1,7,7,1,1,1,A3
282,A0354,3,A,3A,Hindu,Friends,Friend5,1,53,F,54,NA,1,7,NA,7,1,7,7,1,7,1,4,3,NA,2,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,3,2,F,Hindu,1,1,1,1,1,1,4,1,5,3,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,1,7,7,1,1,1,A3
283,A0354,3,A,3A,Hindu,Friends,Friend6,1,55,F,54,NA,1,7,NA,7,1,7,7,1,7,1,4,3,NA,2,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,3,2,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A3
