...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID
1,A0302,3,A,3A,Muslim,Friends,Friend1,1,5,M,2,NA,7,1,NA,1,7,7,2,1,7,7,2,8,other,1,4,5,1,1,1,4,4,3,1,1,4,2,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,M,Muslim,1,3,2,1,1,1,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,7,1,1,7,1,1,A3
2,A0302,3,A,3A,Muslim,Friends,Friend2,1,8,M,2,NA,7,1,NA,1,7,7,2,1,7,7,2,8,other,1,4,5,1,1,1,4,4,3,1,1,4,2,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,M,Muslim,1,5,3,2,1,2,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,7,1,1,7,1,1,A3
3,A0302,3,A,3A,Muslim,Friends,Friend3,1,9,M,2,NA,7,1,NA,1,7,7,2,1,7,7,2,8,other,1,4,5,1,1,1,4,4,3,1,1,4,2,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,M,Muslim,1,2,2,1,1,1,4,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,6,2,1,7,1,1,A3
4,A0302,3,A,3A,Muslim,Friends,Friend4,1,11,M,2,NA,7,1,NA,1,7,7,2,1,7,7,2,8,other,1,4,5,1,1,1,4,4,3,1,1,4,2,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,M,Muslim,1,3,2,1,1,1,5,4,1,1,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,7,4,1,5,1,1,A3
5,A0302,3,A,3A,Muslim,Friends,Friend5,1,14,M,2,NA,7,1,NA,1,7,7,2,1,7,7,2,8,other,1,4,5,1,1,1,4,4,3,1,1,4,2,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,M,Muslim,1,3,4,2,1,2,2,2,2,1,1,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,6,NA,NA,NA,1,1,A3
6,A0302,3,A,3A,Muslim,Friends,Friend6,1,29,M,2,NA,7,1,NA,1,7,7,2,1,7,7,2,8,other,1,4,5,1,1,1,4,4,3,1,1,4,2,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,M,Muslim,3,1,2,1,1,1,4,1,1,1,1,4,2,1,NA,NA,NA,NA,NA,1,1,3,5,7,4,1,6,1,1,A3
7,A0302,3,A,3A,Muslim,Friends,Friend7,1,33,M,2,NA,7,1,NA,1,7,7,2,1,7,7,2,8,other,1,4,5,1,1,1,4,4,3,1,1,4,2,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,1,1,1,1,7,1,1,7,1,1,A3
8,A0303,3,A,3A,Hindu,Friends,Friend1,1,2,M,3,NA,7,1,NA,7,1,7,6,4,2,7,5,7,brahmin,1,1,2,2,1,3,1,3,3,1,1,2,1,1,7,3,2,NA,NA,NA,NA,NA,4,2,1,5,M,Muslim,4,5,1,1,1,4,3,1,1,4,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,7,1,1,7,1,0,A3
9,A0303,3,A,3A,Hindu,Friends,Friend2,1,4,M,3,NA,7,1,NA,7,1,7,6,4,2,7,5,7,brahmin,1,1,2,2,1,3,1,3,3,1,1,2,1,1,7,3,2,NA,NA,NA,NA,NA,4,2,1,5,M,Hindu,2,2,4,1,1,1,4,1,1,5,1,3,5,4,NA,NA,NA,NA,NA,1,1,3,3,7,6,7,1,1,1,A3
10,A0303,3,A,3A,Hindu,Friends,Friend3,1,18,M,3,NA,7,1,NA,7,1,7,6,4,2,7,5,7,brahmin,1,1,2,2,1,3,1,3,3,1,1,2,1,1,7,3,2,NA,NA,NA,NA,NA,4,2,1,5,M,Hindu,5,2,4,1,3,1,4,1,4,3,1,2,1,1,NA,NA,NA,NA,NA,3,1,3,3,7,2,7,4,1,1,A3
11,A0303,3,A,3A,Hindu,Friends,Friend4,1,23,M,3,NA,7,1,NA,7,1,7,6,4,2,7,5,7,brahmin,1,1,2,2,1,3,1,3,3,1,1,2,1,1,7,3,2,NA,NA,NA,NA,NA,4,2,1,5,M,Hindu,3,4,1,1,2,1,3,1,1,1,1,4,4,6,NA,NA,NA,NA,NA,1,1,2,3,7,1,7,1,1,1,A3
12,A0303,3,A,3A,Hindu,Friends,Friend5,1,27,M,3,NA,7,1,NA,7,1,7,6,4,2,7,5,7,brahmin,1,1,2,2,1,3,1,3,3,1,1,2,1,1,7,3,2,NA,NA,NA,NA,NA,4,2,1,5,M,Hindu,2,1,1,1,1,1,4,1,2,1,1,7,7,1,NA,NA,NA,NA,NA,1,1,3,3,7,1,7,1,1,1,A3
13,A0303,3,A,3A,Hindu,Friends,Friend6,1,31,M,3,NA,7,1,NA,7,1,7,6,4,2,7,5,7,brahmin,1,1,2,2,1,3,1,3,3,1,1,2,1,1,7,3,2,NA,NA,NA,NA,NA,4,2,1,5,M,Hindu,2,1,1,1,1,1,4,1,1,1,1,4,5,2,NA,NA,NA,NA,NA,1,2,1,4,7,1,7,1,1,1,A3
14,A0304,3,A,3A,Hindu,Friends,Friend1,1,3,M,4,NA,7,6,NA,7,1,7,7,4,6,4,7,8,NA,1,2,2,4,1,1,1,4,4,1,1,5,1,1,3,5,4,NA,NA,NA,NA,NA,1,1,3,3,M,Hindu,1,2,2,1,3,1,3,1,1,2,1,7,3,2,NA,NA,NA,NA,NA,4,2,1,5,7,1,7,1,1,1,A3
15,A0304,3,A,3A,Hindu,Friends,Friend2,1,5,M,4,NA,7,6,NA,7,1,7,7,4,6,4,7,8,NA,1,2,2,4,1,1,1,4,4,1,1,5,1,1,3,5,4,NA,NA,NA,NA,NA,1,1,3,3,M,Muslim,1,3,2,1,1,1,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,7,1,1,7,1,0,A3
16,A0304,3,A,3A,Hindu,Friends,Friend3,1,7,M,4,NA,7,6,NA,7,1,7,7,4,6,4,7,8,NA,1,2,2,4,1,1,1,4,4,1,1,5,1,1,3,5,4,NA,NA,NA,NA,NA,1,1,3,3,M,Hindu,1,2,3,1,1,1,4,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,7,3,7,4,1,1,A3
17,A0304,3,A,3A,Hindu,Friends,Friend4,1,52,M,4,NA,7,6,NA,7,1,7,7,4,6,4,7,8,NA,1,2,2,4,1,1,1,4,4,1,1,5,1,1,3,5,4,NA,NA,NA,NA,NA,1,1,3,3,F,Hindu,1,2,3,1,1,1,3,1,2,1,1,4,3,2,NA,NA,NA,NA,NA,3,1,3,2,1,7,7,1,0,1,A3
18,A0304,3,A,3A,Hindu,Friends,Friend5,1,53,M,4,NA,7,6,NA,7,1,7,7,4,6,4,7,8,NA,1,2,2,4,1,1,1,4,4,1,1,5,1,1,3,5,4,NA,NA,NA,NA,NA,1,1,3,3,F,Hindu,1,1,1,1,1,1,4,1,5,3,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,1,7,7,1,0,1,A3
19,A0304,3,A,3A,Hindu,Friends,Friend6,1,58,M,4,NA,7,6,NA,7,1,7,7,4,6,4,7,8,NA,1,2,2,4,1,1,1,4,4,1,1,5,1,1,3,5,4,NA,NA,NA,NA,NA,1,1,3,3,F,Hindu,2,3,2,1,2,1,3,1,2,2,1,7,4,2,NA,NA,NA,NA,NA,4,2,3,5,5,7,7,1,0,1,A3
20,A0304,3,A,3A,Hindu,Friends,Friend7,1,66,M,4,NA,7,6,NA,7,1,7,7,4,6,4,7,8,NA,1,2,2,4,1,1,1,4,4,1,1,5,1,1,3,5,4,NA,NA,NA,NA,NA,1,1,3,3,F,Hindu,1,1,1,1,1,1,4,1,3,3,1,4,4,4,NA,NA,NA,NA,NA,2,1,4,5,4,6,NA,3,0,1,A3
21,A0305,3,A,3A,Muslim,Friends,Friend1,1,2,M,5,NA,7,1,NA,1,7,7,7,1,4,4,5,7,sanhi vohra,1,1,3,2,1,1,1,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,M,Muslim,4,5,1,1,1,4,3,1,1,4,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,7,1,1,7,1,1,A3
22,A0305,3,A,3A,Muslim,Friends,Friend2,1,8,M,5,NA,7,1,NA,1,7,7,7,1,4,4,5,7,sanhi vohra,1,1,3,2,1,1,1,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,M,Muslim,1,5,3,2,1,2,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,7,1,1,7,1,1,A3
23,A0305,3,A,3A,Muslim,Friends,Friend3,1,9,M,5,NA,7,1,NA,1,7,7,7,1,4,4,5,7,sanhi vohra,1,1,3,2,1,1,1,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,M,Muslim,1,2,2,1,1,1,4,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,6,2,1,7,1,1,A3
24,A0305,3,A,3A,Muslim,Friends,Friend4,1,15,M,5,NA,7,1,NA,1,7,7,7,1,4,4,5,7,sanhi vohra,1,1,3,2,1,1,1,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,7,6,2,7,1,1,A3
25,A0305,3,A,3A,Muslim,Friends,Friend5,1,28,M,5,NA,7,1,NA,1,7,7,7,1,4,4,5,7,sanhi vohra,1,1,3,2,1,1,1,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,M,Muslim,1,1,NA,NA,4,1,4,1,1,2,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,1,1,A3
26,A0305,3,A,3A,Muslim,Friends,Friend6,1,33,M,5,NA,7,1,NA,1,7,7,7,1,4,4,5,7,sanhi vohra,1,1,3,2,1,1,1,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,1,1,1,1,7,1,1,7,1,1,A3
27,A0306,3,A,3A,Hindu,Friends,Friend1,1,1,M,6,NA,7,2,NA,7,2,7,7,5,2,2,5,8,NA,1,1,3,1,2,2,1,4,4,4,5,4,1,1,4,4,3,NA,NA,NA,NA,NA,3,2,4,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A3
28,A0306,3,A,3A,Hindu,Friends,Friend2,1,20,M,6,NA,7,2,NA,7,2,7,7,5,2,2,5,8,NA,1,1,3,1,2,2,1,4,4,4,5,4,1,1,4,4,3,NA,NA,NA,NA,NA,3,2,4,1,M,Hindu,4,2,1,1,2,1,4,1,1,1,1,4,4,6,NA,NA,NA,NA,NA,2,1,3,1,7,1,7,1,1,1,A3
29,A0306,3,A,3A,Hindu,Friends,Friend3,1,22,M,6,NA,7,2,NA,7,2,7,7,5,2,2,5,8,NA,1,1,3,1,2,2,1,4,4,4,5,4,1,1,4,4,3,NA,NA,NA,NA,NA,3,2,4,1,M,Hindu,2,2,4,1,3,1,3,1,5,2,3,3,3,3,NA,NA,NA,NA,NA,4,4,5,5,7,2,7,NA,1,1,A3
30,A0306,3,A,3A,Hindu,Friends,Friend4,1,25,M,6,NA,7,2,NA,7,2,7,7,5,2,2,5,8,NA,1,1,3,1,2,2,1,4,4,4,5,4,1,1,4,4,3,NA,NA,NA,NA,NA,3,2,4,1,M,Hindu,1,2,1,1,3,1,3,2,NA,4,2,4,5,6,NA,NA,NA,NA,NA,1,5,3,2,6,2,6,1,1,1,A3
31,A0306,3,A,3A,Hindu,Friends,Friend5,1,26,M,6,NA,7,2,NA,7,2,7,7,5,2,2,5,8,NA,1,1,3,1,2,2,1,4,4,4,5,4,1,1,4,4,3,NA,NA,NA,NA,NA,3,2,4,1,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,3,3,4,4,7,4,1,1,A3
32,A0306,3,A,3A,Hindu,Friends,Friend6,1,30,M,6,NA,7,2,NA,7,2,7,7,5,2,2,5,8,NA,1,1,3,1,2,2,1,4,4,4,5,4,1,1,4,4,3,NA,NA,NA,NA,NA,3,2,4,1,M,Hindu,1,2,3,1,2,1,4,2,2,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,5,7,4,7,2,1,1,A3
33,A0306,3,A,3A,Hindu,Friends,Friend7,1,32,M,6,NA,7,2,NA,7,2,7,7,5,2,2,5,8,NA,1,1,3,1,2,2,1,4,4,4,5,4,1,1,4,4,3,NA,NA,NA,NA,NA,3,2,4,1,M,Hindu,1,1,1,1,1,1,4,1,1,1,1,4,1,1,NA,NA,NA,NA,NA,1,1,5,3,7,1,7,1,1,1,A3
34,A0307,3,A,3A,Hindu,Friends,Friend1,1,3,M,7,NA,7,3,NA,7,4,7,6,1,7,4,6,2,NA,1,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,M,Hindu,1,2,2,1,3,1,3,1,1,2,1,7,3,2,NA,NA,NA,NA,NA,4,2,1,5,7,1,7,1,1,1,A3
35,A0307,3,A,3A,Hindu,Friends,Friend2,1,4,M,7,NA,7,3,NA,7,4,7,6,1,7,4,6,2,NA,1,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,M,Hindu,2,2,4,1,1,1,4,1,1,5,1,3,5,4,NA,NA,NA,NA,NA,1,1,3,3,7,6,7,1,1,1,A3
36,A0307,3,A,3A,Hindu,Friends,Friend3,1,7,M,7,NA,7,3,NA,7,4,7,6,1,7,4,6,2,NA,1,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,M,Hindu,1,2,3,1,1,1,4,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,7,3,7,4,1,1,A3
37,A0307,3,A,3A,Hindu,Friends,Friend4,1,18,M,7,NA,7,3,NA,7,4,7,6,1,7,4,6,2,NA,1,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,M,Hindu,5,2,4,1,3,1,4,1,4,3,1,2,1,1,NA,NA,NA,NA,NA,3,1,3,3,7,2,7,4,1,1,A3
38,A0307,3,A,3A,Hindu,Friends,Friend5,1,20,M,7,NA,7,3,NA,7,4,7,6,1,7,4,6,2,NA,1,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,M,Hindu,4,2,1,1,2,1,4,1,1,1,1,4,4,6,NA,NA,NA,NA,NA,2,1,3,1,7,1,7,1,1,1,A3
39,A0307,3,A,3A,Hindu,Friends,Friend6,1,23,M,7,NA,7,3,NA,7,4,7,6,1,7,4,6,2,NA,1,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,M,Hindu,3,4,1,1,2,1,3,1,1,1,1,4,4,6,NA,NA,NA,NA,NA,1,1,2,3,7,1,7,1,1,1,A3
40,A0307,3,A,3A,Hindu,Friends,Friend7,1,41,M,7,NA,7,3,NA,7,4,7,6,1,7,4,6,2,NA,1,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,F,Hindu,2,NA,3,1,1,1,4,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,5,3,4,7,7,4,0,1,A3
41,A0307,3,A,3A,Hindu,Friends,Friend8,1,53,M,7,NA,7,3,NA,7,4,7,6,1,7,4,6,2,NA,1,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,F,Hindu,1,1,1,1,1,1,4,1,5,3,1,2,3,2,NA,NA,NA,NA,NA,1,2,3,4,1,7,7,1,0,1,A3
42,A0307,3,A,3A,Hindu,Friends,Friend9,1,58,M,7,NA,7,3,NA,7,4,7,6,1,7,4,6,2,NA,1,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,4,F,Hindu,2,3,2,1,2,1,3,1,2,2,1,7,4,2,NA,NA,NA,NA,NA,4,2,3,5,5,7,7,1,0,1,A3
43,A0308,3,A,3A,Muslim,Friends,Friend1,1,2,M,8,NA,7,1,NA,1,7,3,6,1,2,6,5,7,sunni vohra,1,1,5,3,2,1,2,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,M,Muslim,4,5,1,1,1,4,3,1,1,4,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,7,1,1,7,1,1,A3
44,A0308,3,A,3A,Muslim,Friends,Friend2,1,5,M,8,NA,7,1,NA,1,7,3,6,1,2,6,5,7,sunni vohra,1,1,5,3,2,1,2,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,M,Muslim,1,3,2,1,1,1,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,7,1,1,7,1,1,A3
45,A0308,3,A,3A,Muslim,Friends,Friend3,1,9,M,8,NA,7,1,NA,1,7,3,6,1,2,6,5,7,sunni vohra,1,1,5,3,2,1,2,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,M,Muslim,1,2,2,1,1,1,4,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,6,2,1,7,1,1,A3
46,A0308,3,A,3A,Muslim,Friends,Friend4,1,13,M,8,NA,7,1,NA,1,7,3,6,1,2,6,5,7,sunni vohra,1,1,5,3,2,1,2,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,M,Muslim,1,5,4,1,1,1,4,4,1,1,1,4,1,1,NA,NA,NA,NA,NA,5,1,5,5,4,4,2,7,1,1,A3
47,A0308,3,A,3A,Muslim,Friends,Friend5,1,15,M,8,NA,7,1,NA,1,7,3,6,1,2,6,5,7,sunni vohra,1,1,5,3,2,1,2,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,7,6,2,7,1,1,A3
48,A0308,3,A,3A,Muslim,Friends,Friend6,1,33,M,8,NA,7,1,NA,1,7,3,6,1,2,6,5,7,sunni vohra,1,1,5,3,2,1,2,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,1,1,1,1,7,1,1,7,1,1,A3
49,A0309,3,A,3A,Muslim,Friends,Friend1,1,2,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,4,5,1,1,1,4,3,1,1,4,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,7,1,1,7,1,1,A3
50,A0309,3,A,3A,Muslim,Friends,Friend2,1,5,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,1,3,2,1,1,1,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,7,1,1,7,1,1,A3
51,A0309,3,A,3A,Muslim,Friends,Friend3,1,8,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,1,5,3,2,1,2,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,7,1,1,7,1,1,A3
52,A0309,3,A,3A,Muslim,Friends,Friend4,1,13,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,1,5,4,1,1,1,4,4,1,1,1,4,1,1,NA,NA,NA,NA,NA,5,1,5,5,4,4,2,7,1,1,A3
53,A0309,3,A,3A,Muslim,Friends,Friend5,1,15,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,7,6,2,7,1,1,A3
54,A0309,3,A,3A,Muslim,Friends,Friend6,1,33,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,1,1,1,1,7,1,1,7,1,1,A3
55,A0310,3,A,3A,Muslim,Friends,Friend1,1,13,M,10,NA,6,7,NA,3,1,1,4,7,5,7,1,7,NA,1,2,1,1,1,1,1,2,2,5,5,5,2,NA,4,1,7,NA,NA,NA,NA,NA,1,5,1,3,M,Muslim,1,5,4,1,1,1,4,4,1,1,1,4,1,1,NA,NA,NA,NA,NA,5,1,5,5,4,4,2,7,1,1,A3
56,A0310,3,A,3A,Muslim,Friends,Friend2,1,34,M,10,NA,6,7,NA,3,1,1,4,7,5,7,1,7,NA,1,2,1,1,1,1,1,2,2,5,5,5,2,NA,4,1,7,NA,NA,NA,NA,NA,1,5,1,3,M,Muslim,1,1,3,1,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,1,1,3,1,7,1,1,7,1,1,A3
57,A0310,3,A,3A,Muslim,Friends,Friend3,1,37,M,10,NA,6,7,NA,3,1,1,4,7,5,7,1,7,NA,1,2,1,1,1,1,1,2,2,5,5,5,2,NA,4,1,7,NA,NA,NA,NA,NA,1,5,1,3,M,Muslim,1,2,2,1,1,1,4,2,1,2,1,4,1,2,NA,NA,NA,NA,NA,1,1,5,3,2,7,2,7,1,1,A3
58,A0311,3,A,3A,Muslim,Friends,Friend1,1,12,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,M,other,1,5,4,1,2,1,3,NA,NA,1,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,3,4,2,7,1,0,A3
59,A0311,3,A,3A,Muslim,Friends,Friend2,1,14,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,M,Muslim,1,3,4,2,1,2,2,2,2,1,1,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,6,NA,NA,NA,1,1,A3
60,A0311,3,A,3A,Muslim,Friends,Friend3,1,15,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,7,6,2,7,1,1,A3
61,A0311,3,A,3A,Muslim,Friends,Friend4,1,29,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,M,Muslim,3,1,2,1,1,1,4,1,1,1,1,4,2,1,NA,NA,NA,NA,NA,1,1,3,5,7,4,1,6,1,1,A3
62,A0311,3,A,3A,Muslim,Friends,Friend5,1,35,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,M,Muslim,1,3,2,1,1,2,2,2,3,2,2,4,1,5,NA,NA,NA,NA,NA,5,5,3,1,7,1,1,7,1,1,A3
63,A0311,3,A,3A,Muslim,Friends,Friend6,1,40,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,F,Muslim,1,2,1,1,1,1,2,2,5,2,2,2,3,2,NA,NA,NA,NA,NA,2,1,3,5,1,7,1,7,0,1,A3
64,A0312,3,A,3A,other,Friends,Friend1,1,2,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,Muslim,4,5,1,1,1,4,3,1,1,4,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,7,1,1,7,1,0,A3
65,A0312,3,A,3A,other,Friends,Friend2,1,5,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,Muslim,1,3,2,1,1,1,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,7,1,1,7,1,0,A3
66,A0312,3,A,3A,other,Friends,Friend3,1,11,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,Muslim,1,3,2,1,1,1,5,4,1,1,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,7,4,1,5,1,0,A3
67,A0312,3,A,3A,other,Friends,Friend4,1,14,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,Muslim,1,3,4,2,1,2,2,2,2,1,1,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,6,NA,NA,NA,1,0,A3
