...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID
1,A0501,5,A,5A,Muslim,Enemies,Enemy1,2,5,M,1,2,7,2,5,5,7,7,3,5,7,1,2,6,NA,1,1,1,2,1,2,1,3,3,1,2,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,M,Hindu,1,2,2,2,1,1,4,1,4,1,1,4,4,4,2,1,1,1,1,1,1,2,2,7,6,7,6,1,0,A5
2,A0501,5,A,5A,Muslim,Enemies,Enemy2,2,7,M,1,2,7,2,5,5,7,7,3,5,7,1,2,6,NA,1,1,1,2,1,2,1,3,3,1,2,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,M,Hindu,3,3,1,2,2,1,1,3,2,1,2,4,2,1,3,1,2,2,2,1,1,2,2,7,1,NA,2,1,0,A5
3,A0501,5,A,5A,Muslim,Enemies,Enemy3,2,8,M,1,2,7,2,5,5,7,7,3,5,7,1,2,6,NA,1,1,1,2,1,2,1,3,3,1,2,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,M,Hindu,1,1,1,1,1,2,1,3,4,3,2,4,1,1,3,3,3,3,2,1,2,3,2,7,4,7,4,1,0,A5
4,A0501,5,A,5A,Muslim,Enemies,Enemy4,2,12,M,1,2,7,2,5,5,7,7,3,5,7,1,2,6,NA,1,1,1,2,1,2,1,3,3,1,2,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,M,Hindu,2,3,4,1,2,1,5,5,1,4,1,4,1,5,3,4,1,1,3,2,5,1,3,7,4,3,4,1,0,A5
5,A0501,5,A,5A,Muslim,Enemies,Enemy5,2,16,M,1,2,7,2,5,5,7,7,3,5,7,1,2,6,NA,1,1,1,2,1,2,1,3,3,1,2,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,5,4,2,3,1,2,2,1,7,2,2,7,1,1,A5
6,A0501,5,A,5A,Muslim,Enemies,Enemy6,2,18,M,1,2,7,2,5,5,7,7,3,5,7,1,2,6,NA,1,1,1,2,1,2,1,3,3,1,2,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,M,Hindu,1,1,2,1,1,1,3,1,2,1,1,4,4,2,1,2,1,1,1,1,1,5,3,7,4,7,3,1,0,A5
7,A0501,5,A,5A,Muslim,Enemies,Enemy7,2,21,M,1,2,7,2,5,5,7,7,3,5,7,1,2,6,NA,1,1,1,2,1,2,1,3,3,1,2,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,M,Muslim,2,1,1,1,3,1,4,2,1,1,1,4,1,4,2,3,2,5,1,1,1,3,2,7,6,1,7,1,1,A5
8,A0503,5,A,5A,Muslim,Enemies,Enemy1,2,17,M,3,1,7,6,7,2,7,6,6,4,6,5,5,8,NA,1,1,1,1,1,2,1,2,4,1,1,1,2,3,4,4,4,3,1,1,1,1,1,3,3,1,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,1,A5
9,A0504,5,A,5A,Hindu,Enemies,Enemy1,2,1,M,4,2,7,7,6,7,5,5,7,5,2,6,2,8,NA,1,3,2,3,1,1,1,1,2,1,1,5,1,1,4,5,7,1,1,2,1,1,1,5,1,3,M,Muslim,1,1,2,1,2,1,3,1,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,7,2,5,7,1,0,A5
10,A0504,5,A,5A,Hindu,Enemies,Enemy2,2,22,M,4,2,7,7,6,7,5,5,7,5,2,6,2,8,NA,1,3,2,3,1,1,1,1,2,1,1,5,1,1,4,5,7,1,1,2,1,1,1,5,1,3,M,Hindu,2,3,1,1,2,1,3,1,1,5,1,4,7,7,2,2,2,2,1,2,2,1,3,7,6,7,6,1,1,A5
11,A0504,5,A,5A,Hindu,Enemies,Enemy3,2,29,M,4,2,7,7,6,7,5,5,7,5,2,6,2,8,NA,1,3,2,3,1,1,1,1,2,1,1,5,1,1,4,5,7,1,1,2,1,1,1,5,1,3,M,Muslim,NA,3,NA,2,3,1,4,1,1,5,1,7,7,7,1,1,3,1,1,1,5,1,3,7,7,NA,7,1,0,A5
12,A0504,5,A,5A,Hindu,Enemies,Enemy4,2,33,M,4,2,7,7,6,7,5,5,7,5,2,6,2,8,NA,1,3,2,3,1,1,1,1,2,1,1,5,1,1,4,5,7,1,1,2,1,1,1,5,1,3,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,6,7,1,1,1,1,1,1,5,5,1,7,1,7,5,1,1,A5
13,A0505,5,A,5A,Hindu,Enemies,Enemy1,2,6,M,5,5,7,6,6,7,6,7,7,6,7,7,6,3,NA,1,1,2,2,2,1,1,2,4,1,4,1,1,1,4,4,4,2,1,1,1,1,1,1,2,2,M,Hindu,1,1,1,1,1,1,4,1,3,1,1,7,7,7,3,1,1,1,1,1,1,5,3,7,7,6,6,1,1,A5
14,A0505,5,A,5A,Hindu,Enemies,Enemy2,2,11,M,5,5,7,6,6,7,6,7,7,6,7,7,6,3,NA,1,1,2,2,2,1,1,2,4,1,4,1,1,1,4,4,4,2,1,1,1,1,1,1,2,2,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,5,7,1,2,7,1,0,A5
15,A0505,5,A,5A,Hindu,Enemies,Enemy3,2,17,M,5,5,7,6,6,7,6,7,7,6,7,7,6,3,NA,1,1,2,2,2,1,1,2,4,1,4,1,1,1,4,4,4,2,1,1,1,1,1,1,2,2,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,0,A5
16,A0505,5,A,5A,Hindu,Enemies,Enemy4,2,32,M,5,5,7,6,6,7,6,7,7,6,7,7,6,3,NA,1,1,2,2,2,1,1,2,4,1,4,1,1,1,4,4,4,2,1,1,1,1,1,1,2,2,M,Muslim,1,1,1,1,1,1,2,1,1,1,1,4,1,7,5,1,1,1,1,1,3,3,5,7,1,5,7,1,0,A5
17,A0506,5,A,5A,Hindu,Enemies,Enemy1,2,5,M,6,6,7,7,6,6,6,7,6,7,6,5,5,8,NA,1,1,1,1,1,1,1,4,4,1,3,1,1,1,7,7,7,3,1,1,1,1,1,1,5,3,M,Hindu,1,2,2,2,1,1,4,1,4,1,1,4,4,4,2,1,1,1,1,1,1,2,2,7,6,7,6,1,1,A5
18,A0507,5,A,5A,Hindu,Enemies,Enemy1,2,1,M,7,5,7,1,6,NA,2,7,7,5,3,6,5,8,NA,1,3,3,1,2,2,1,2,1,3,2,1,1,2,4,2,1,3,1,2,2,2,1,1,2,2,M,Muslim,1,1,2,1,2,1,3,1,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,7,2,5,7,1,0,A5
19,A0507,5,A,5A,Hindu,Enemies,Enemy2,2,2,M,7,5,7,1,6,NA,2,7,7,5,3,6,5,8,NA,1,3,3,1,2,2,1,2,1,3,2,1,1,2,4,2,1,3,1,2,2,2,1,1,2,2,M,Muslim,1,2,1,1,1,1,1,1,1,5,1,4,4,4,2,2,1,1,1,1,1,1,2,7,5,6,7,1,0,A5
20,A0507,5,A,5A,Hindu,Enemies,Enemy3,2,3,M,7,5,7,1,6,NA,2,7,7,5,3,6,5,8,NA,1,3,3,1,2,2,1,2,1,3,2,1,1,2,4,2,1,3,1,2,2,2,1,1,2,2,M,Muslim,1,1,1,1,2,1,4,1,1,1,3,4,4,4,3,1,1,1,1,1,3,3,1,7,6,2,7,1,0,A5
21,A0507,5,A,5A,Hindu,Enemies,Enemy4,2,10,M,7,5,7,1,6,NA,2,7,7,5,3,6,5,8,NA,1,3,3,1,2,2,1,2,1,3,2,1,1,2,4,2,1,3,1,2,2,2,1,1,2,2,M,Muslim,1,1,2,1,1,1,4,1,5,2,1,4,1,4,2,3,3,1,4,1,1,5,3,1,1,1,7,1,0,A5
22,A0507,5,A,5A,Hindu,Enemies,Enemy5,2,11,M,7,5,7,1,6,NA,2,7,7,5,3,6,5,8,NA,1,3,3,1,2,2,1,2,1,3,2,1,1,2,4,2,1,3,1,2,2,2,1,1,2,2,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,5,7,1,2,7,1,0,A5
23,A0507,5,A,5A,Hindu,Enemies,Enemy6,2,25,M,7,5,7,1,6,NA,2,7,7,5,3,6,5,8,NA,1,3,3,1,2,2,1,2,1,3,2,1,1,2,4,2,1,3,1,2,2,2,1,1,2,2,M,Hindu,1,2,1,1,1,1,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,5,6,1,6,1,1,1,A5
24,A0507,5,A,5A,Hindu,Enemies,Enemy7,2,38,M,7,5,7,1,6,NA,2,7,7,5,3,6,5,8,NA,1,3,3,1,2,2,1,2,1,3,2,1,1,2,4,2,1,3,1,2,2,2,1,1,2,2,M,Muslim,1,1,1,1,1,1,3,1,1,1,1,1,1,7,1,1,1,5,1,5,3,1,1,7,1,2,7,1,0,A5
25,A0508,5,A,5A,Hindu,Enemies,Enemy1,2,11,M,8,4,7,4,7,7,4,7,7,4,5,4,4,8,NA,1,1,1,1,1,1,2,1,1,3,4,3,1,2,4,1,1,3,3,3,3,2,1,2,3,2,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,5,7,1,2,7,1,0,A5
26,A0508,5,A,5A,Hindu,Enemies,Enemy2,2,35,M,8,4,7,4,7,7,4,7,7,4,5,4,4,8,NA,1,1,1,1,1,1,2,1,1,3,4,3,1,2,4,1,1,3,3,3,3,2,1,2,3,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A5
27,A0509,5,A,5A,Hindu,Enemies,Enemy1,2,1,M,9,2,6,2,3,7,1,6,6,5,3,3,3,8,NA,1,1,1,1,1,1,1,1,3,1,5,2,1,3,4,2,3,1,1,1,1,2,1,5,5,2,M,Muslim,1,1,2,1,2,1,3,1,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,7,2,5,7,1,0,A5
28,A0509,5,A,5A,Hindu,Enemies,Enemy2,2,6,M,9,2,6,2,3,7,1,6,6,5,3,3,3,8,NA,1,1,1,1,1,1,1,1,3,1,5,2,1,3,4,2,3,1,1,1,1,2,1,5,5,2,M,Hindu,1,1,1,1,1,1,4,1,3,1,1,7,7,7,3,1,1,1,1,1,1,5,3,7,7,6,6,1,1,A5
29,A0509,5,A,5A,Hindu,Enemies,Enemy3,2,8,M,9,2,6,2,3,7,1,6,6,5,3,3,3,8,NA,1,1,1,1,1,1,1,1,3,1,5,2,1,3,4,2,3,1,1,1,1,2,1,5,5,2,M,Hindu,1,1,1,1,1,2,1,3,4,3,2,4,1,1,3,3,3,3,2,1,2,3,2,7,4,7,4,1,1,A5
30,A0509,5,A,5A,Hindu,Enemies,Enemy4,2,10,M,9,2,6,2,3,7,1,6,6,5,3,3,3,8,NA,1,1,1,1,1,1,1,1,3,1,5,2,1,3,4,2,3,1,1,1,1,2,1,5,5,2,M,Muslim,1,1,2,1,1,1,4,1,5,2,1,4,1,4,2,3,3,1,4,1,1,5,3,1,1,1,7,1,0,A5
31,A0509,5,A,5A,Hindu,Enemies,Enemy5,2,14,M,9,2,6,2,3,7,1,6,6,5,3,3,3,8,NA,1,1,1,1,1,1,1,1,3,1,5,2,1,3,4,2,3,1,1,1,1,2,1,5,5,2,M,Muslim,1,1,1,1,1,1,4,1,1,2,1,4,1,7,2,1,1,1,4,1,1,5,3,7,7,7,7,1,0,A5
32,A0509,5,A,5A,Hindu,Enemies,Enemy6,2,24,M,9,2,6,2,3,7,1,6,6,5,3,3,3,8,NA,1,1,1,1,1,1,1,1,3,1,5,2,1,3,4,2,3,1,1,1,1,2,1,5,5,2,M,Hindu,1,1,1,2,1,1,2,1,1,1,1,4,4,4,5,1,1,1,1,1,1,3,3,7,1,7,1,1,1,A5
33,A0509,5,A,5A,Hindu,Enemies,Enemy7,2,32,M,9,2,6,2,3,7,1,6,6,5,3,3,3,8,NA,1,1,1,1,1,1,1,1,3,1,5,2,1,3,4,2,3,1,1,1,1,2,1,5,5,2,M,Muslim,1,1,1,1,1,1,2,1,1,1,1,4,1,7,5,1,1,1,1,1,3,3,5,7,1,5,7,1,0,A5
34,A0509,5,A,5A,Hindu,Enemies,Enemy8,2,33,M,9,2,6,2,3,7,1,6,6,5,3,3,3,8,NA,1,1,1,1,1,1,1,1,3,1,5,2,1,3,4,2,3,1,1,1,1,2,1,5,5,2,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,6,7,1,1,1,1,1,1,5,5,1,7,1,7,5,1,1,A5
35,A0510,5,A,5A,Muslim,Enemies,Enemy1,2,24,M,10,1,1,1,7,1,7,7,3,7,4,1,6,8,NA,1,1,1,2,1,1,1,1,4,1,5,2,2,1,4,1,4,2,3,3,1,4,1,1,5,3,M,Hindu,1,1,1,2,1,1,2,1,1,1,1,4,4,4,5,1,1,1,1,1,1,3,3,7,1,7,1,1,0,A5
36,A0510,5,A,5A,Muslim,Enemies,Enemy2,2,47,M,10,1,1,1,7,1,7,7,3,7,4,1,6,8,NA,1,1,1,2,1,1,1,1,4,1,5,2,2,1,4,1,4,2,3,3,1,4,1,1,5,3,F,Hindu,1,1,2,1,1,1,3,3,4,2,3,4,4,4,1,1,1,1,1,1,1,5,3,4,7,6,6,0,0,A5
37,A0511,5,A,5A,Muslim,Enemies,Enemy1,2,5,M,11,7,7,1,7,2,7,7,NA,2,2,2,7,6,NA,1,1,1,1,1,1,1,2,4,1,1,1,2,1,4,1,1,1,2,1,1,1,1,1,1,5,M,Hindu,1,2,2,2,1,1,4,1,4,1,1,4,4,4,2,1,1,1,1,1,1,2,2,7,6,7,6,1,0,A5
38,A0511,5,A,5A,Muslim,Enemies,Enemy2,2,12,M,11,7,7,1,7,2,7,7,NA,2,2,2,7,6,NA,1,1,1,1,1,1,1,2,4,1,1,1,2,1,4,1,1,1,2,1,1,1,1,1,1,5,M,Hindu,2,3,4,1,2,1,5,5,1,4,1,4,1,5,3,4,1,1,3,2,5,1,3,7,4,3,4,1,0,A5
39,A0511,5,A,5A,Muslim,Enemies,Enemy3,2,41,M,11,7,7,1,7,2,7,7,NA,2,2,2,7,6,NA,1,1,1,1,1,1,1,2,4,1,1,1,2,1,4,1,1,1,2,1,1,1,1,1,1,5,F,Hindu,2,1,1,1,1,1,3,1,3,3,1,4,4,4,2,1,1,1,1,2,1,5,3,6,7,7,1,0,0,A5
40,A0512,5,A,5A,Hindu,Enemies,Enemy1,2,3,M,12,6,7,4,6,3,4,4,2,5,3,1,2,4,NA,1,2,3,4,1,2,1,2,5,5,1,4,1,1,4,1,5,3,4,1,1,3,2,5,1,3,M,Muslim,1,1,1,1,2,1,4,1,1,1,3,4,4,4,3,1,1,1,1,1,3,3,1,7,6,2,7,1,0,A5
41,A0512,5,A,5A,Hindu,Enemies,Enemy2,2,6,M,12,6,7,4,6,3,4,4,2,5,3,1,2,4,NA,1,2,3,4,1,2,1,2,5,5,1,4,1,1,4,1,5,3,4,1,1,3,2,5,1,3,M,Hindu,1,1,1,1,1,1,4,1,3,1,1,7,7,7,3,1,1,1,1,1,1,5,3,7,7,6,6,1,1,A5
42,A0512,5,A,5A,Hindu,Enemies,Enemy3,2,14,M,12,6,7,4,6,3,4,4,2,5,3,1,2,4,NA,1,2,3,4,1,2,1,2,5,5,1,4,1,1,4,1,5,3,4,1,1,3,2,5,1,3,M,Muslim,1,1,1,1,1,1,4,1,1,2,1,4,1,7,2,1,1,1,4,1,1,5,3,7,7,7,7,1,0,A5
43,A0512,5,A,5A,Hindu,Enemies,Enemy4,2,17,M,12,6,7,4,6,3,4,4,2,5,3,1,2,4,NA,1,2,3,4,1,2,1,2,5,5,1,4,1,1,4,1,5,3,4,1,1,3,2,5,1,3,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,0,A5
44,A0512,5,A,5A,Hindu,Enemies,Enemy5,2,26,M,12,6,7,4,6,3,4,4,2,5,3,1,2,4,NA,1,2,3,4,1,2,1,2,5,5,1,4,1,1,4,1,5,3,4,1,1,3,2,5,1,3,M,Muslim,1,2,1,1,1,1,4,1,1,5,1,4,4,4,2,1,1,1,2,1,1,1,2,7,5,6,7,1,0,A5
45,A0512,5,A,5A,Hindu,Enemies,Enemy6,2,33,M,12,6,7,4,6,3,4,4,2,5,3,1,2,4,NA,1,2,3,4,1,2,1,2,5,5,1,4,1,1,4,1,5,3,4,1,1,3,2,5,1,3,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,6,7,1,1,1,1,1,1,5,5,1,7,1,7,5,1,1,A5
46,A0512,5,A,5A,Hindu,Enemies,Enemy7,2,34,M,12,6,7,4,6,3,4,4,2,5,3,1,2,4,NA,1,2,3,4,1,2,1,2,5,5,1,4,1,1,4,1,5,3,4,1,1,3,2,5,1,3,M,Muslim,1,1,1,1,1,1,3,1,1,1,1,4,3,4,4,3,4,3,1,3,1,4,4,6,4,4,7,1,0,A5
47,A0513,5,A,5A,Hindu,Enemies,Enemy1,2,11,M,13,6,7,6,7,7,7,7,7,7,7,5,7,7,LEVA PATEL,1,1,1,1,1,1,1,4,3,1,4,3,1,1,3,4,3,2,1,1,1,1,1,1,2,2,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,5,7,1,2,7,1,0,A5
48,A0513,5,A,5A,Hindu,Enemies,Enemy2,2,17,M,13,6,7,6,7,7,7,7,7,7,7,5,7,7,LEVA PATEL,1,1,1,1,1,1,1,4,3,1,4,3,1,1,3,4,3,2,1,1,1,1,1,1,2,2,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,0,A5
49,A0513,5,A,5A,Hindu,Enemies,Enemy3,2,21,M,13,6,7,6,7,7,7,7,7,7,7,5,7,7,LEVA PATEL,1,1,1,1,1,1,1,4,3,1,4,3,1,1,3,4,3,2,1,1,1,1,1,1,2,2,M,Muslim,2,1,1,1,3,1,4,2,1,1,1,4,1,4,2,3,2,5,1,1,1,3,2,7,6,1,7,1,0,A5
50,A0513,5,A,5A,Hindu,Enemies,Enemy4,2,24,M,13,6,7,6,7,7,7,7,7,7,7,5,7,7,LEVA PATEL,1,1,1,1,1,1,1,4,3,1,4,3,1,1,3,4,3,2,1,1,1,1,1,1,2,2,M,Hindu,1,1,1,2,1,1,2,1,1,1,1,4,4,4,5,1,1,1,1,1,1,3,3,7,1,7,1,1,1,A5
51,A0513,5,A,5A,Hindu,Enemies,Enemy5,2,29,M,13,6,7,6,7,7,7,7,7,7,7,5,7,7,LEVA PATEL,1,1,1,1,1,1,1,4,3,1,4,3,1,1,3,4,3,2,1,1,1,1,1,1,2,2,M,Muslim,NA,3,NA,2,3,1,4,1,1,5,1,7,7,7,1,1,3,1,1,1,5,1,3,7,7,NA,7,1,0,A5
52,A0513,5,A,5A,Hindu,Enemies,Enemy6,2,33,M,13,6,7,6,7,7,7,7,7,7,7,5,7,7,LEVA PATEL,1,1,1,1,1,1,1,4,3,1,4,3,1,1,3,4,3,2,1,1,1,1,1,1,2,2,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,6,7,1,1,1,1,1,1,5,5,1,7,1,7,5,1,1,A5
53,A0513,5,A,5A,Hindu,Enemies,Enemy7,2,35,M,13,6,7,6,7,7,7,7,7,7,7,5,7,7,LEVA PATEL,1,1,1,1,1,1,1,4,3,1,4,3,1,1,3,4,3,2,1,1,1,1,1,1,2,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A5
54,A0514,5,A,5A,Muslim,Enemies,Enemy1,2,3,M,14,7,7,7,7,7,7,7,7,7,6,7,3,7,NA,1,1,1,1,1,1,1,1,4,1,1,2,2,1,4,1,7,2,1,1,1,4,1,1,5,3,M,Muslim,1,1,1,1,2,1,4,1,1,1,3,4,4,4,3,1,1,1,1,1,3,3,1,7,6,2,7,1,1,A5
55,A0514,5,A,5A,Muslim,Enemies,Enemy2,2,10,M,14,7,7,7,7,7,7,7,7,7,6,7,3,7,NA,1,1,1,1,1,1,1,1,4,1,1,2,2,1,4,1,7,2,1,1,1,4,1,1,5,3,M,Muslim,1,1,2,1,1,1,4,1,5,2,1,4,1,4,2,3,3,1,4,1,1,5,3,1,1,1,7,1,1,A5
56,A0514,5,A,5A,Muslim,Enemies,Enemy3,2,13,M,14,7,7,7,7,7,7,7,7,7,6,7,3,7,NA,1,1,1,1,1,1,1,1,4,1,1,2,2,1,4,1,7,2,1,1,1,4,1,1,5,3,M,Hindu,1,1,1,1,1,1,3,1,4,3,1,3,4,3,2,1,1,1,1,1,1,2,2,7,6,7,7,1,0,A5
57,A0514,5,A,5A,Muslim,Enemies,Enemy4,2,17,M,14,7,7,7,7,7,7,7,7,7,6,7,3,7,NA,1,1,1,1,1,1,1,1,4,1,1,2,2,1,4,1,7,2,1,1,1,4,1,1,5,3,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,1,A5
58,A0514,5,A,5A,Muslim,Enemies,Enemy5,2,23,M,14,7,7,7,7,7,7,7,7,7,6,7,3,7,NA,1,1,1,1,1,1,1,1,4,1,1,2,2,1,4,1,7,2,1,1,1,4,1,1,5,3,M,Hindu,4,1,2,1,1,1,5,4,2,5,1,4,4,4,4,1,3,1,1,1,1,NA,NA,6,NA,5,3,1,0,A5
59,A0514,5,A,5A,Muslim,Enemies,Enemy6,2,24,M,14,7,7,7,7,7,7,7,7,7,6,7,3,7,NA,1,1,1,1,1,1,1,1,4,1,1,2,2,1,4,1,7,2,1,1,1,4,1,1,5,3,M,Hindu,1,1,1,2,1,1,2,1,1,1,1,4,4,4,5,1,1,1,1,1,1,3,3,7,1,7,1,1,0,A5
60,A0515,5,A,5A,Hindu,Enemies,Enemy1,2,1,M,15,5,6,6,6,7,7,6,7,4,5,6,5,7,KAYASTHA,1,2,4,3,1,2,1,1,1,1,3,2,1,1,5,4,4,1,1,1,1,1,1,1,5,3,M,Muslim,1,1,2,1,2,1,3,1,2,2,1,4,1,4,1,1,2,2,1,2,2,1,1,7,2,5,7,1,0,A5
61,A0515,5,A,5A,Hindu,Enemies,Enemy2,2,5,M,15,5,6,6,6,7,7,6,7,4,5,6,5,7,KAYASTHA,1,2,4,3,1,2,1,1,1,1,3,2,1,1,5,4,4,1,1,1,1,1,1,1,5,3,M,Hindu,1,2,2,2,1,1,4,1,4,1,1,4,4,4,2,1,1,1,1,1,1,2,2,7,6,7,6,1,1,A5
62,A0515,5,A,5A,Hindu,Enemies,Enemy3,2,6,M,15,5,6,6,6,7,7,6,7,4,5,6,5,7,KAYASTHA,1,2,4,3,1,2,1,1,1,1,3,2,1,1,5,4,4,1,1,1,1,1,1,1,5,3,M,Hindu,1,1,1,1,1,1,4,1,3,1,1,7,7,7,3,1,1,1,1,1,1,5,3,7,7,6,6,1,1,A5
63,A0515,5,A,5A,Hindu,Enemies,Enemy4,2,17,M,15,5,6,6,6,7,7,6,7,4,5,6,5,7,KAYASTHA,1,2,4,3,1,2,1,1,1,1,3,2,1,1,5,4,4,1,1,1,1,1,1,1,5,3,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,0,A5
64,A0515,5,A,5A,Hindu,Enemies,Enemy5,2,21,M,15,5,6,6,6,7,7,6,7,4,5,6,5,7,KAYASTHA,1,2,4,3,1,2,1,1,1,1,3,2,1,1,5,4,4,1,1,1,1,1,1,1,5,3,M,Muslim,2,1,1,1,3,1,4,2,1,1,1,4,1,4,2,3,2,5,1,1,1,3,2,7,6,1,7,1,0,A5
65,A0515,5,A,5A,Hindu,Enemies,Enemy6,2,33,M,15,5,6,6,6,7,7,6,7,4,5,6,5,7,KAYASTHA,1,2,4,3,1,2,1,1,1,1,3,2,1,1,5,4,4,1,1,1,1,1,1,1,5,3,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,6,7,1,1,1,1,1,1,5,5,1,7,1,7,5,1,1,A5
66,A0515,5,A,5A,Hindu,Enemies,Enemy7,2,38,M,15,5,6,6,6,7,7,6,7,4,5,6,5,7,KAYASTHA,1,2,4,3,1,2,1,1,1,1,3,2,1,1,5,4,4,1,1,1,1,1,1,1,5,3,M,Muslim,1,1,1,1,1,1,3,1,1,1,1,1,1,7,1,1,1,5,1,5,3,1,1,7,1,2,7,1,0,A5
67,A0517,5,A,5A,Muslim,Enemies,Enemy1,2,22,M,17,2,6,6,1,6,7,1,NA,2,2,2,7,8,GARUSIYA,1,1,2,1,1,1,1,1,4,4,1,1,2,1,5,1,5,1,NA,1,1,2,1,1,1,5,M,Hindu,2,3,1,1,2,1,3,1,1,5,1,4,7,7,2,2,2,2,1,2,2,1,3,7,6,7,6,1,0,A5
68,A0518,5,A,5A,Hindu,Enemies,Enemy1,2,11,M,18,4,7,4,4,7,3,6,4,4,4,6,4,8,NA,1,1,1,2,1,1,1,1,3,1,2,1,1,1,4,4,2,1,2,1,1,1,1,1,5,3,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,5,7,1,2,7,1,0,A5
69,A0518,5,A,5A,Hindu,Enemies,Enemy2,2,17,M,18,4,7,4,4,7,3,6,4,4,4,6,4,8,NA,1,1,1,2,1,1,1,1,3,1,2,1,1,1,4,4,2,1,2,1,1,1,1,1,5,3,M,Muslim,1,2,1,1,1,1,4,4,1,1,1,5,1,5,1,NA,1,1,2,1,1,1,5,6,6,6,7,1,0,A5
70,A0518,5,A,5A,Hindu,Enemies,Enemy3,2,19,M,18,4,7,4,4,7,3,6,4,4,4,6,4,8,NA,1,1,1,2,1,1,1,1,3,1,2,1,1,1,4,4,2,1,2,1,1,1,1,1,5,3,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,2,1,1,1,5,1,7,1,1,7,1,0,A5
