...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID
1978,C0838,8,C,8C,Hindu,Enemies,Enemy4,2,25,M,38,6,6,6,7,6,6,6,6,6,7,6,4,4,Shudra,1,4,2,3,1,4,1,NA,3,2,5,3,1,3,4,4,4,1,1,1,1,1,2,1,3,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
1979,C0838,8,C,8C,Hindu,Enemies,Enemy5,2,28,M,38,6,6,6,7,6,6,6,6,6,7,6,4,4,Shudra,1,4,2,3,1,4,1,NA,3,2,5,3,1,3,4,4,4,1,1,1,1,1,2,1,3,1,M,Muslim,2,1,2,2,1,1,1,1,2,1,3,4,4,4,1,1,2,2,1,2,2,2,3,7,6,7,7,1,0,C8
1980,C0838,8,C,8C,Hindu,Enemies,Enemy6,2,33,M,38,6,6,6,7,6,6,6,6,6,7,6,4,4,Shudra,1,4,2,3,1,4,1,NA,3,2,5,3,1,3,4,4,4,1,1,1,1,1,2,1,3,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
1981,C0838,8,C,8C,Hindu,Enemies,Enemy7,2,34,M,38,6,6,6,7,6,6,6,6,6,7,6,4,4,Shudra,1,4,2,3,1,4,1,NA,3,2,5,3,1,3,4,4,4,1,1,1,1,1,2,1,3,1,M,Muslim,2,2,1,1,1,2,4,2,1,1,1,4,1,4,3,1,1,2,2,1,2,1,2,6,4,1,7,1,0,C8
1982,C0839,8,C,8C,Hindu,Enemies,Enemy1,2,35,M,39,6,7,6,7,7,7,6,5,7,6,6,5,4,Shudra,1,1,1,1,1,2,1,1,3,1,1,2,1,3,4,6,7,1,1,1,1,1,2,1,2,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
1983,C0839,8,C,8C,Hindu,Enemies,Enemy2,2,36,M,39,6,7,6,7,7,7,6,5,7,6,6,5,4,Shudra,1,1,1,1,1,2,1,1,3,1,1,2,1,3,4,6,7,1,1,1,1,1,2,1,2,3,M,Hindu,3,1,1,1,2,1,4,1,4,3,2,6,4,4,2,1,1,3,1,2,1,5,5,7,3,6,6,1,1,C8
1984,C0839,8,C,8C,Hindu,Enemies,Enemy3,2,63,M,39,6,7,6,7,7,7,6,5,7,6,6,5,4,Shudra,1,1,1,1,1,2,1,1,3,1,1,2,1,3,4,6,7,1,1,1,1,1,2,1,2,3,F,Hindu,1,1,2,1,1,1,4,1,4,2,2,4,4,4,1,1,1,1,1,2,1,4,2,6,6,7,7,0,1,C8
1985,C0840,8,C,8C,Hindu,Enemies,Enemy1,2,27,M,40,3,7,6,6,7,7,7,6,6,6,6,5,8,don't know,1,1,1,2,1,1,1,1,3,1,3,2,1,3,4,6,4,1,1,1,1,1,2,1,4,3,M,Muslim,1,1,2,1,1,1,4,1,1,1,1,4,3,6,1,1,1,2,1,3,1,5,3,7,6,6,7,1,0,C8
1986,C0840,8,C,8C,Hindu,Enemies,Enemy2,2,36,M,40,3,7,6,6,7,7,7,6,6,6,6,5,8,don't know,1,1,1,2,1,1,1,1,3,1,3,2,1,3,4,6,4,1,1,1,1,1,2,1,4,3,M,Hindu,3,1,1,1,2,1,4,1,4,3,2,6,4,4,2,1,1,3,1,2,1,5,5,7,3,6,6,1,1,C8
1987,C0840,8,C,8C,Hindu,Enemies,Enemy3,2,71,M,40,3,7,6,6,7,7,7,6,6,6,6,5,8,don't know,1,1,1,2,1,1,1,1,3,1,3,2,1,3,4,6,4,1,1,1,1,1,2,1,4,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,C8
1988,C0841,8,C,8C,Hindu,Enemies,Enemy1,2,8,F,41,4,6,7,6,7,5,7,7,6,7,6,6,1,Brahmin,2,1,1,1,2,1,2,2,3,1,5,2,1,1,3,3,2,1,1,1,1,1,2,2,4,3,M,Hindu,4,1,3,1,1,1,3,1,5,2,3,4,4,2,1,1,1,1,1,2,1,3,1,7,6,6,6,0,1,C8
1989,C0841,8,C,8C,Hindu,Enemies,Enemy2,2,13,F,41,4,6,7,6,7,5,7,7,6,7,6,6,1,Brahmin,2,1,1,1,2,1,2,2,3,1,5,2,1,1,3,3,2,1,1,1,1,1,2,2,4,3,M,Muslim,1,1,2,2,1,1,4,1,1,1,1,4,4,4,5,5,4,3,5,4,5,4,4,NA,5,4,7,0,0,C8
1990,C0841,8,C,8C,Hindu,Enemies,Enemy3,2,17,F,41,4,6,7,6,7,5,7,7,6,7,6,6,1,Brahmin,2,1,1,1,2,1,2,2,3,1,5,2,1,1,3,3,2,1,1,1,1,1,2,2,4,3,M,Muslim,1,2,3,1,2,1,4,3,1,1,1,4,3,7,3,2,1,2,1,2,3,4,1,7,1,3,7,0,0,C8
1991,C0841,8,C,8C,Hindu,Enemies,Enemy4,2,28,F,41,4,6,7,6,7,5,7,7,6,7,6,6,1,Brahmin,2,1,1,1,2,1,2,2,3,1,5,2,1,1,3,3,2,1,1,1,1,1,2,2,4,3,M,Muslim,2,1,2,2,1,1,1,1,2,1,3,4,4,4,1,1,2,2,1,2,2,2,3,7,6,7,7,0,0,C8
1992,C0841,8,C,8C,Hindu,Enemies,Enemy5,2,48,F,41,4,6,7,6,7,5,7,7,6,7,6,6,1,Brahmin,2,1,1,1,2,1,2,2,3,1,5,2,1,1,3,3,2,1,1,1,1,1,2,2,4,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
1993,C0841,8,C,8C,Hindu,Enemies,Enemy6,2,66,F,41,4,6,7,6,7,5,7,7,6,7,6,6,1,Brahmin,2,1,1,1,2,1,2,2,3,1,5,2,1,1,3,3,2,1,1,1,1,1,2,2,4,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
1994,C0842,8,C,8C,other,Enemies,Enemy1,2,44,F,42,1,4,7,3,5,4,6,7,2,4,4,3,NA,Bohra,2,1,1,3,2,2,1,1,1,3,3,3,NA,1,4,1,2,1,1,2,1,3,2,1,5,1,F,Hindu,1,3,2,1,1,1,4,1,5,2,1,4,2,2,2,1,1,3,1,1,2,5,3,4,7,6,6,1,0,C8
1995,C0842,8,C,8C,other,Enemies,Enemy2,2,45,F,42,1,4,7,3,5,4,6,7,2,4,4,3,NA,Bohra,2,1,1,3,2,2,1,1,1,3,3,3,NA,1,4,1,2,1,1,2,1,3,2,1,5,1,F,Hindu,4,1,2,3,2,1,4,1,5,2,1,4,4,4,1,1,1,3,1,2,1,3,3,4,7,7,6,1,0,C8
1996,C0842,8,C,8C,other,Enemies,Enemy3,2,48,F,42,1,4,7,3,5,4,6,7,2,4,4,3,NA,Bohra,2,1,1,3,2,2,1,1,1,3,3,3,NA,1,4,1,2,1,1,2,1,3,2,1,5,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
1997,C0842,8,C,8C,other,Enemies,Enemy4,2,53,F,42,1,4,7,3,5,4,6,7,2,4,4,3,NA,Bohra,2,1,1,3,2,2,1,1,1,3,3,3,NA,1,4,1,2,1,1,2,1,3,2,1,5,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
1998,C0842,8,C,8C,other,Enemies,Enemy5,2,60,F,42,1,4,7,3,5,4,6,7,2,4,4,3,NA,Bohra,2,1,1,3,2,2,1,1,1,3,3,3,NA,1,4,1,2,1,1,2,1,3,2,1,5,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
1999,C0842,8,C,8C,other,Enemies,Enemy6,2,68,F,42,1,4,7,3,5,4,6,7,2,4,4,3,NA,Bohra,2,1,1,3,2,2,1,1,1,3,3,3,NA,1,4,1,2,1,1,2,1,3,2,1,5,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2000,C0842,8,C,8C,other,Enemies,Enemy7,2,71,F,42,1,4,7,3,5,4,6,7,2,4,4,3,NA,Bohra,2,1,1,3,2,2,1,1,1,3,3,3,NA,1,4,1,2,1,1,2,1,3,2,1,5,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2001,C0843,8,C,8C,Muslim,Enemies,Enemy1,2,49,F,43,4,6,7,6,6,7,7,7,6,6,6,5,NA,Mehedviya/Sunni,2,1,2,1,1,1,1,2,3,1,2,5,2,1,4,3,3,2,1,1,3,1,1,1,5,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2002,C0843,8,C,8C,Muslim,Enemies,Enemy2,2,57,F,43,4,6,7,6,6,7,7,7,6,6,6,5,NA,Mehedviya/Sunni,2,1,2,1,1,1,1,2,3,1,2,5,2,1,4,3,3,2,1,1,3,1,1,1,5,3,F,Hindu,2,1,1,1,1,2,2,2,5,2,2,4,4,4,5,1,1,3,1,1,1,5,5,1,7,7,5,1,0,C8
2003,C0843,8,C,8C,Muslim,Enemies,Enemy3,2,60,F,43,4,6,7,6,6,7,7,7,6,6,6,5,NA,Mehedviya/Sunni,2,1,2,1,1,1,1,2,3,1,2,5,2,1,4,3,3,2,1,1,3,1,1,1,5,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2004,C0843,8,C,8C,Muslim,Enemies,Enemy4,2,62,F,43,4,6,7,6,6,7,7,7,6,6,6,5,NA,Mehedviya/Sunni,2,1,2,1,1,1,1,2,3,1,2,5,2,1,4,3,3,2,1,1,3,1,1,1,5,3,F,Muslim,2,4,3,1,2,2,4,1,1,5,2,4,2,2,5,3,3,3,5,2,1,5,1,3,6,4,7,1,1,C8
2005,C0843,8,C,8C,Muslim,Enemies,Enemy5,2,70,F,43,4,6,7,6,6,7,7,7,6,6,6,5,NA,Mehedviya/Sunni,2,1,2,1,1,1,1,2,3,1,2,5,2,1,4,3,3,2,1,1,3,1,1,1,5,3,F,Hindu,1,2,1,1,1,1,4,1,3,1,1,4,4,4,2,3,3,1,2,1,1,5,3,6,7,7,4,1,0,C8
2006,C0843,8,C,8C,Muslim,Enemies,Enemy6,2,71,F,43,4,6,7,6,6,7,7,7,6,6,6,5,NA,Mehedviya/Sunni,2,1,2,1,1,1,1,2,3,1,2,5,2,1,4,3,3,2,1,1,3,1,1,1,5,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2007,C0843,8,C,8C,Muslim,Enemies,Enemy7,2,73,F,43,4,6,7,6,6,7,7,7,6,6,6,5,NA,Mehedviya/Sunni,2,1,2,1,1,1,1,2,3,1,2,5,2,1,4,3,3,2,1,1,3,1,1,1,5,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2008,C0844,8,C,8C,Hindu,Enemies,Enemy1,2,49,F,44,4,4,7,6,6,6,7,7,6,6,4,5,8,NA,2,1,3,2,1,1,1,1,4,1,5,2,1,1,4,2,2,2,1,1,3,1,1,2,5,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2009,C0844,8,C,8C,Hindu,Enemies,Enemy2,2,57,F,44,4,4,7,6,6,6,7,7,6,6,4,5,8,NA,2,1,3,2,1,1,1,1,4,1,5,2,1,1,4,2,2,2,1,1,3,1,1,2,5,3,F,Hindu,2,1,1,1,1,2,2,2,5,2,2,4,4,4,5,1,1,3,1,1,1,5,5,1,7,7,5,1,1,C8
2010,C0844,8,C,8C,Hindu,Enemies,Enemy3,2,70,F,44,4,4,7,6,6,6,7,7,6,6,4,5,8,NA,2,1,3,2,1,1,1,1,4,1,5,2,1,1,4,2,2,2,1,1,3,1,1,2,5,3,F,Hindu,1,2,1,1,1,1,4,1,3,1,1,4,4,4,2,3,3,1,2,1,1,5,3,6,7,7,4,1,1,C8
2011,C0844,8,C,8C,Hindu,Enemies,Enemy4,2,71,F,44,4,4,7,6,6,6,7,7,6,6,4,5,8,NA,2,1,3,2,1,1,1,1,4,1,5,2,1,1,4,2,2,2,1,1,3,1,1,2,5,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2012,C0844,8,C,8C,Hindu,Enemies,Enemy5,2,72,F,44,4,4,7,6,6,6,7,7,6,6,4,5,8,NA,2,1,3,2,1,1,1,1,4,1,5,2,1,1,4,2,2,2,1,1,3,1,1,2,5,3,F,Muslim,2,1,2,1,2,1,3,1,2,2,1,4,4,4,2,1,1,2,2,1,1,3,3,4,7,6,7,1,0,C8
2013,C0844,8,C,8C,Hindu,Enemies,Enemy6,2,73,F,44,4,4,7,6,6,6,7,7,6,6,4,5,8,NA,2,1,3,2,1,1,1,1,4,1,5,2,1,1,4,2,2,2,1,1,3,1,1,2,5,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2014,C0845,8,C,8C,Hindu,Enemies,Enemy1,2,41,F,45,4,4,7,5,7,6,7,7,4,4,6,6,8,NA,2,4,1,2,3,2,1,1,4,1,5,2,1,1,4,4,4,1,1,1,3,1,2,1,3,3,F,Hindu,1,1,1,2,1,2,3,1,5,2,1,3,3,2,1,1,1,1,1,2,2,4,3,6,7,7,5,1,1,C8
2015,C0845,8,C,8C,Hindu,Enemies,Enemy2,2,46,F,45,4,4,7,5,7,6,7,7,4,4,6,6,8,NA,2,4,1,2,3,2,1,1,4,1,5,2,1,1,4,4,4,1,1,1,3,1,2,1,3,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2016,C0845,8,C,8C,Hindu,Enemies,Enemy3,2,60,F,45,4,4,7,5,7,6,7,7,4,4,6,6,8,NA,2,4,1,2,3,2,1,1,4,1,5,2,1,1,4,4,4,1,1,1,3,1,2,1,3,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2017,C0845,8,C,8C,Hindu,Enemies,Enemy4,2,64,F,45,4,4,7,5,7,6,7,7,4,4,6,6,8,NA,2,4,1,2,3,2,1,1,4,1,5,2,1,1,4,4,4,1,1,1,3,1,2,1,3,3,F,Hindu,1,2,1,3,1,1,4,1,4,3,2,4,4,4,1,1,1,1,1,2,2,3,3,2,7,7,5,1,1,C8
2018,C0845,8,C,8C,Hindu,Enemies,Enemy5,2,69,F,45,4,4,7,5,7,6,7,7,4,4,6,6,8,NA,2,4,1,2,3,2,1,1,4,1,5,2,1,1,4,4,4,1,1,1,3,1,2,1,3,3,F,Hindu,1,1,2,2,1,2,3,1,4,3,1,4,3,3,1,1,1,1,1,2,1,5,3,6,7,7,5,1,1,C8
2019,C0845,8,C,8C,Hindu,Enemies,Enemy6,2,70,F,45,4,4,7,5,7,6,7,7,4,4,6,6,8,NA,2,4,1,2,3,2,1,1,4,1,5,2,1,1,4,4,4,1,1,1,3,1,2,1,3,3,F,Hindu,1,2,1,1,1,1,4,1,3,1,1,4,4,4,2,3,3,1,2,1,1,5,3,6,7,7,4,1,1,C8
2020,C0845,8,C,8C,Hindu,Enemies,Enemy7,2,71,F,45,4,4,7,5,7,6,7,7,4,4,6,6,8,NA,2,4,1,2,3,2,1,1,4,1,5,2,1,1,4,4,4,1,1,1,3,1,2,1,3,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2021,C0847,8,C,8C,Hindu,Enemies,Enemy1,2,28,F,47,6,1,7,7,7,6,7,6,6,6,7,7,1,brahmin,2,1,4,3,1,2,1,2,3,1,4,2,1,1,4,4,4,1,2,1,1,1,2,1,5,3,M,Muslim,2,1,2,2,1,1,1,1,2,1,3,4,4,4,1,1,2,2,1,2,2,2,3,7,6,7,7,0,0,C8
2022,C0850,8,C,8C,Muslim,Enemies,Enemy1,2,66,F,50,6,6,6,4,6,7,6,7,7,7,6,4,8,NA,2,1,1,2,1,1,1,1,4,1,1,3,2,2,4,3,4,1,1,1,1,1,2,1,3,2,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2023,C0850,8,C,8C,Muslim,Enemies,Enemy2,2,70,F,50,6,6,6,4,6,7,6,7,7,7,6,4,8,NA,2,1,1,2,1,1,1,1,4,1,1,3,2,2,4,3,4,1,1,1,1,1,2,1,3,2,F,Hindu,1,2,1,1,1,1,4,1,3,1,1,4,4,4,2,3,3,1,2,1,1,5,3,6,7,7,4,1,0,C8
2024,C0851,8,C,8C,Muslim,Enemies,Enemy1,2,16,F,51,4,1,6,5,5,6,7,7,6,6,6,4,6,NA,2,2,1,2,3,1,2,2,4,1,1,5,2,1,4,4,4,5,1,1,3,1,2,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,C8
2025,C0851,8,C,8C,Muslim,Enemies,Enemy2,2,26,F,51,4,1,6,5,5,6,7,7,6,6,6,4,6,NA,2,2,1,2,3,1,2,2,4,1,1,5,2,1,4,4,4,5,1,1,3,1,2,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,C8
2026,C0851,8,C,8C,Muslim,Enemies,Enemy3,2,53,F,51,4,1,6,5,5,6,7,7,6,6,6,4,6,NA,2,2,1,2,3,1,2,2,4,1,1,5,2,1,4,4,4,5,1,1,3,1,2,1,5,2,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2027,C0852,8,C,8C,Muslim,Enemies,Enemy1,2,47,F,52,4,5,7,5,4,7,7,6,6,6,7,5,8,NA,2,2,1,2,1,1,1,2,3,1,1,5,2,1,5,4,4,2,1,1,3,1,1,1,4,4,F,Hindu,1,4,3,1,2,1,3,1,4,2,1,4,4,4,1,2,1,1,1,2,1,5,3,1,7,7,6,1,0,C8
2028,C0852,8,C,8C,Muslim,Enemies,Enemy2,2,49,F,52,4,5,7,5,4,7,7,6,6,6,7,5,8,NA,2,2,1,2,1,1,1,2,3,1,1,5,2,1,5,4,4,2,1,1,3,1,1,1,4,4,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2029,C0852,8,C,8C,Muslim,Enemies,Enemy3,2,57,F,52,4,5,7,5,4,7,7,6,6,6,7,5,8,NA,2,2,1,2,1,1,1,2,3,1,1,5,2,1,5,4,4,2,1,1,3,1,1,1,4,4,F,Hindu,2,1,1,1,1,2,2,2,5,2,2,4,4,4,5,1,1,3,1,1,1,5,5,1,7,7,5,1,0,C8
2030,C0852,8,C,8C,Muslim,Enemies,Enemy4,2,58,F,52,4,5,7,5,4,7,7,6,6,6,7,5,8,NA,2,2,1,2,1,1,1,2,3,1,1,5,2,1,5,4,4,2,1,1,3,1,1,1,4,4,F,Hindu,1,1,2,1,1,1,3,1,2,1,1,6,4,4,2,1,1,2,1,2,1,5,5,6,7,7,7,1,0,C8
2031,C0852,8,C,8C,Muslim,Enemies,Enemy5,2,70,F,52,4,5,7,5,4,7,7,6,6,6,7,5,8,NA,2,2,1,2,1,1,1,2,3,1,1,5,2,1,5,4,4,2,1,1,3,1,1,1,4,4,F,Hindu,1,2,1,1,1,1,4,1,3,1,1,4,4,4,2,3,3,1,2,1,1,5,3,6,7,7,4,1,0,C8
2032,C0852,8,C,8C,Muslim,Enemies,Enemy6,2,71,F,52,4,5,7,5,4,7,7,6,6,6,7,5,8,NA,2,2,1,2,1,1,1,2,3,1,1,5,2,1,5,4,4,2,1,1,3,1,1,1,4,4,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2033,C0852,8,C,8C,Muslim,Enemies,Enemy7,2,73,F,52,4,5,7,5,4,7,7,6,6,6,7,5,8,NA,2,2,1,2,1,1,1,2,3,1,1,5,2,1,5,4,4,2,1,1,3,1,1,1,4,4,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2034,C0854,8,C,8C,Hindu,Enemies,Enemy1,2,57,F,54,4,5,7,6,2,7,7,7,5,6,4,4,8,NA,2,1,1,1,1,1,1,2,4,1,1,1,2,2,4,4,4,2,1,1,3,1,3,4,5,2,F,Hindu,2,1,1,1,1,2,2,2,5,2,2,4,4,4,5,1,1,3,1,1,1,5,5,1,7,7,5,1,1,C8
2035,C0854,8,C,8C,Hindu,Enemies,Enemy2,2,60,F,54,4,5,7,6,2,7,7,7,5,6,4,4,8,NA,2,1,1,1,1,1,1,2,4,1,1,1,2,2,4,4,4,2,1,1,3,1,3,4,5,2,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2036,C0854,8,C,8C,Hindu,Enemies,Enemy3,2,61,F,54,4,5,7,6,2,7,7,7,5,6,4,4,8,NA,2,1,1,1,1,1,1,2,4,1,1,1,2,2,4,4,4,2,1,1,3,1,3,4,5,2,F,Hindu,2,2,1,1,3,1,2,1,5,3,2,6,3,3,2,2,1,1,1,1,1,1,1,2,7,6,6,1,1,C8
2037,C0857,8,C,8C,Hindu,Enemies,Enemy1,2,44,F,57,4,1,7,7,7,5,7,7,6,7,4,7,2,NA,2,2,1,1,1,1,2,1,2,2,5,2,1,2,4,4,4,5,1,1,3,1,1,1,5,5,F,Hindu,1,3,2,1,1,1,4,1,5,2,1,4,2,2,2,1,1,3,1,1,2,5,3,4,7,6,6,1,1,C8
2038,C0857,8,C,8C,Hindu,Enemies,Enemy2,2,45,F,57,4,1,7,7,7,5,7,7,6,7,4,7,2,NA,2,2,1,1,1,1,2,1,2,2,5,2,1,2,4,4,4,5,1,1,3,1,1,1,5,5,F,Hindu,4,1,2,3,2,1,4,1,5,2,1,4,4,4,1,1,1,3,1,2,1,3,3,4,7,7,6,1,1,C8
2039,C0857,8,C,8C,Hindu,Enemies,Enemy3,2,48,F,57,4,1,7,7,7,5,7,7,6,7,4,7,2,NA,2,2,1,1,1,1,2,1,2,2,5,2,1,2,4,4,4,5,1,1,3,1,1,1,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2040,C0857,8,C,8C,Hindu,Enemies,Enemy4,2,49,F,57,4,1,7,7,7,5,7,7,6,7,4,7,2,NA,2,2,1,1,1,1,2,1,2,2,5,2,1,2,4,4,4,5,1,1,3,1,1,1,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8
2041,C0857,8,C,8C,Hindu,Enemies,Enemy5,2,54,F,57,4,1,7,7,7,5,7,7,6,7,4,7,2,NA,2,2,1,1,1,1,2,1,2,2,5,2,1,2,4,4,4,5,1,1,3,1,1,1,5,5,F,Hindu,1,1,1,1,1,1,4,1,1,1,2,4,4,4,2,1,1,3,1,3,4,5,2,5,7,2,7,1,1,C8
2042,C0857,8,C,8C,Hindu,Enemies,Enemy6,2,55,F,57,4,1,7,7,7,5,7,7,6,7,4,7,2,NA,2,2,1,1,1,1,2,1,2,2,5,2,1,2,4,4,4,5,1,1,3,1,1,1,5,5,F,Muslim,2,1,2,1,1,1,4,1,1,1,1,4,4,4,5,4,5,3,5,3,4,5,2,6,7,4,7,1,0,C8
2043,C0857,8,C,8C,Hindu,Enemies,Enemy7,2,61,F,57,4,1,7,7,7,5,7,7,6,7,4,7,2,NA,2,2,1,1,1,1,2,1,2,2,5,2,1,2,4,4,4,5,1,1,3,1,1,1,5,5,F,Hindu,2,2,1,1,3,1,2,1,5,3,2,6,3,3,2,2,1,1,1,1,1,1,1,2,7,6,6,1,1,C8
