...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID,ID2017,class.2017,class.2016,DOB.2017,DOB.2016,testdate,ageinyears
2972,B0559,5,B,5B,Hindu,Friends,Friend1,1,39,F,59,4,1,7,6,7,6,7,7,5,5,6,7,8,NA,2,1,1,1,1,1,1,1,4,1,3,2,1,1,3,1,1,1,1,1,2,1,1,2,4,3,F,Hindu,2,1,3,1,2,1,4,1,3,2,2,4,3,2,2,2,1,1,1,1,1,5,2,3,6,7,2,1,1,B5,Z06C55,6C,5B,9/16/2005,9/16/2005,1/14/2016,10.33424658
2979,B0560,5,B,5B,Hindu,Friends,Friend1,1,39,F,60,1,6,7,7,7,4,6,6,6,5,6,4,1,NA,2,1,2,1,1,1,1,1,4,1,1,1,1,1,7,6,4,1,1,1,1,1,1,1,5,3,F,Hindu,2,1,3,1,2,1,4,1,3,2,2,4,3,2,2,2,1,1,1,1,1,5,2,3,6,7,2,1,1,B5,Z06C56,6C,5B,11/9/2005,11/9/2005,1/14/2016,10.18630137
2986,B0562,5,B,5B,Muslim,Friends,Friend1,1,2,F,62,2,4,3,7,3,7,4,2,3,1,4,4,7,JAMADAR,2,1,1,3,1,1,1,2,4,1,1,4,2,1,4,3,4,2,2,2,1,1,1,1,5,1,M,Muslim,1,1,1,1,1,1,1,2,1,2,1,5,4,4,1,1,1,1,1,1,1,1,5,7,4,5,7,0,1,B5,Z06C59,6C,5B,6/29/2006,6/29/2006,1/14/2016,9.550684932
2989,B0564,5,B,5B,other,Friends,Friend1,1,41,F,64,4,1,7,6,4,7,7,5,6,4,7,5,7,SUNNI-->MUSLIMS,2,1,1,4,2,1,1,2,4,2,1,1,NA,1,4,4,4,4,1,1,1,1,1,NA,5,5,F,Muslim,1,1,2,2,1,2,4,1,1,5,1,4,2,7,3,2,3,3,2,3,1,3,2,1,7,2,7,1,0,B5,Z06C62,6C,5B,5/26/2005,5/26/2005,1/14/2016,10.64383562
2992,B0565,5,B,5B,Hindu,Friends,Friend1,1,39,F,65,6,1,7,7,7,6,7,7,5,4,7,1,8,NA,2,1,1,1,1,1,1,1,4,1,1,3,1,1,4,1,3,5,3,2,2,1,1,2,5,5,F,Hindu,2,1,3,1,2,1,4,1,3,2,2,4,3,2,2,2,1,1,1,1,1,5,2,3,6,7,2,1,1,B5,Z06C63,6C,5B,11/25/2005,11/25/2008,1/14/2016,10.14246575
2997,C0501,5,C,5C,Muslim,Friends,Friend1,1,20,M,1,2,6,6,6,2,6,6,6,6,6,1,6,6,NA,1,3,4,4,1,3,1,2,NA,5,2,NA,2,2,2,3,3,4,1,4,1,1,1,4,1,1,M,Muslim,5,3,2,2,1,2,4,1,1,1,1,4,1,4,5,5,5,1,2,5,1,4,1,6,3,1,7,1,1,C5,NA,NA,5C,NA,NA,1/14/2016,NA
2998,C0502,5,C,5C,Hindu,Friends,Friend1,1,3,M,2,1,1,NA,4,7,7,7,7,6,6,7,1,8,NA,1,5,3,1,1,5,1,1,2,4,3,1,1,1,2,1,7,3,4,1,5,1,1,1,2,1,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,1,C5,Z06A02,6A,5C,6/1/2006,NA,1/14/2016,9.62739726
3004,C0503,5,C,5C,Hindu,Friends,Friend1,1,2,M,3,5,7,1,7,7,2,7,7,5,5,7,5,8,NA,1,1,1,1,1,1,1,4,1,1,4,2,1,1,4,4,4,1,1,1,1,1,1,1,5,5,M,Hindu,5,3,1,1,5,1,2,4,3,1,1,2,1,7,3,4,1,5,1,1,1,2,1,1,NA,7,7,1,1,C5,Z06A03,6A,5C,5/1/2005,NA,1/14/2016,10.71232877
3011,C0504,5,C,5C,Hindu,Friends,Friend1,1,3,M,4,1,7,4,7,7,1,6,6,4,5,5,4,1,NA,1,NA,2,2,1,1,1,1,1,1,2,2,1,1,4,5,5,5,1,2,1,1,1,1,5,3,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,1,C5,Z06A04,6A,5C,5/1/2015,2/4/2006,1/14/2016,NA
3015,C0505,5,C,5C,Hindu,Friends,Friend1,1,3,M,5,7,7,6,6,NA,NA,7,7,5,4,5,4,8,NA,1,2,2,1,1,2,1,4,4,1,3,2,1,1,4,3,3,2,1,2,1,1,1,2,5,4,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,1,C5,NA,NA,5C,NA,NA,1/14/2016,NA
3020,C0506,5,C,5C,Hindu,Friends,Friend1,1,3,M,6,7,7,7,7,7,3,3,NA,7,4,NA,3,2,Other,1,1,1,1,1,1,1,1,5,4,4,4,1,1,4,6,2,1,1,2,NA,1,2,1,1,2,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,1,C5,NA,NA,5C,NA,7/22/2004,1/14/2016,11.48767123
3025,C0507,5,C,5C,Muslim,Friends,Friend1,1,16,M,7,4,4,4,4,1,7,7,6,4,6,5,7,7,Suni,1,1,1,4,1,3,1,2,1,1,1,2,2,1,4,4,7,1,5,3,5,5,1,3,3,3,M,Muslim,4,1,1,1,5,1,4,1,1,1,1,3,2,3,5,NA,1,2,1,1,1,3,5,7,4,1,7,1,1,C5,Z06A06,6A,5C,7/14/2005,NA,1/14/2016,10.50958904
3027,C0508,5,C,5C,Muslim,Friends,Friend1,1,3,M,8,6,7,6,1,6,7,7,7,5,4,6,2,NA,Vora,1,1,2,NA,1,3,1,2,5,1,1,5,2,1,2,4,5,3,3,2,1,5,3,4,2,1,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,0,C5,Z06A10,6A,5C,5/4/2005,NA,1/14/2016,10.70410959
3034,C0509,5,C,5C,Hindu,Friends,Friend1,1,4,M,9,7,7,4,1,7,2,2,7,2,5,7,4,7,Thakor,1,2,1,1,1,4,1,2,4,1,4,1,1,1,1,7,6,2,1,3,5,4,3,2,2,1,M,Hindu,NA,2,2,1,1,1,1,1,2,2,1,4,5,5,5,1,2,1,1,1,1,5,3,7,4,7,1,1,1,C5,Z06A11,6A,5C,12/30/2005,12/30/2005,1/14/2016,10.04657534
3041,C0510,5,C,5C,Muslim,Friends,Friend1,1,1,M,10,5,7,5,4,6,7,6,7,7,6,5,5,8,NA,1,1,1,1,1,2,1,1,4,1,1,1,2,1,4,4,4,1,5,5,4,1,1,5,5,2,M,Muslim,3,4,4,1,3,1,NA,5,2,NA,2,2,3,3,4,1,4,1,1,1,4,1,1,6,6,2,6,1,1,C5,Z06A13,6A,5C,5/9/2005,NA,1/14/2016,10.69041096
3048,C0511,5,C,5C,Hindu,Friends,Friend1,1,3,M,11,3,1,4,7,7,5,4,1,3,1,7,7,7,NA,1,2,3,1,2,1,1,2,4,1,5,4,1,1,3,3,3,2,3,5,1,1,1,5,1,1,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,1,C5,Z06A16,6A,5C,12/3/2005,NA,1/14/2016,10.12054795
3055,C0512,5,C,5C,Muslim,Friends,Friend1,1,3,M,12,5,1,NA,1,4,1,1,1,7,2,NA,NA,NA,Sunai,1,3,4,1,4,2,5,2,3,1,1,1,2,1,4,4,4,2,3,4,1,5,1,4,3,2,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,0,C5,NA,NA,5C,NA,2/13/2006,1/14/2016,9.923287671
3062,C0513,5,C,5C,Muslim,Friends,Friend1,1,12,M,13,2,7,6,4,4,7,7,7,5,4,6,3,7,SUNNI,1,1,1,1,1,1,1,3,3,1,1,1,2,1,6,1,6,1,1,1,1,1,1,1,1,1,M,Muslim,3,4,1,4,2,5,3,1,1,1,1,4,4,4,2,3,4,1,5,1,4,3,2,1,NA,4,1,1,1,C5,Z06A18,6A,5C,1/10/2006,NA,1/14/2016,10.01643836
3067,C0514,5,C,5C,Hindu,Friends,Friend1,1,3,M,14,4,6,4,5,7,1,4,6,4,5,3,5,7,NA,1,1,NA,1,2,3,1,1,4,1,2,2,1,1,4,2,2,2,4,4,3,2,2,3,3,2,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,1,C5,Z06A19,6A,5C,8/8/2005,8/8/2005,1/14/2016,10.44109589
3073,C0515,5,C,5C,Hindu,Friends,Friend1,1,18,M,15,1,7,7,7,7,5,7,7,7,4,7,7,8,NA,1,2,1,1,1,2,1,2,3,4,1,3,1,1,2,7,1,2,2,2,2,2,2,2,2,3,M,Hindu,1,2,1,1,2,1,4,2,5,5,1,4,2,3,4,4,4,5,5,1,2,1,NA,6,6,7,2,1,1,C5,Z06A20,6A,5C,8/12/2005,NA,1/14/2016,10.43013699
3074,C0516,5,C,5C,Muslim,Friends,Friend1,1,7,M,16,4,7,4,4,1,7,2,6,4,7,6,5,7,Sunni,1,4,1,1,1,5,1,4,4,1,1,1,2,1,3,2,3,5,NA,1,2,1,1,1,3,5,M,Muslim,1,1,4,1,3,1,1,1,1,2,1,4,4,7,1,5,3,5,5,1,3,3,3,4,4,1,7,1,1,C5,NA,NA,5C,NA,NA,1/14/2016,NA
3076,C0517,5,C,5C,Hindu,Friends,Friend1,1,3,M,17,6,7,3,7,7,1,7,7,5,6,7,6,NA,Suther Misery,1,1,1,1,1,1,1,1,4,1,NA,2,1,1,4,4,4,1,1,1,1,1,1,1,5,2,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,1,C5,Z06A22,6A,5C,1/18/2005,1/18/2004,1/14/2016,10.99452055
3083,C0518,5,C,5C,Hindu,Friends,Friend1,1,2,M,18,2,6,6,7,7,2,6,2,4,5,7,3,8,NA,1,1,2,1,1,2,1,4,4,2,5,5,1,1,4,2,3,4,4,4,5,5,1,2,1,NA,M,Hindu,5,3,1,1,5,1,2,4,3,1,1,2,1,7,3,4,1,5,1,1,1,2,1,1,NA,7,7,1,1,C5,Z06A23,6A,5C,6/13/2005,NA,1/14/2016,10.59452055
3090,C0519,5,C,5C,Hindu,Friends,Friend1,1,4,M,19,1,7,1,7,7,2,7,7,1,4,5,5,7,NA,1,4,2,1,1,3,1,1,4,1,1,1,1,1,3,4,4,5,1,1,1,2,1,1,5,1,M,Hindu,NA,2,2,1,1,1,1,1,2,2,1,4,5,5,5,1,2,1,1,1,1,5,3,7,4,7,1,1,1,C5,Z06A24,6A,5C,3/6/2006,NA,1/14/2016,9.865753425
3096,C0520,5,C,5C,Muslim,Friends,Friend1,1,13,M,20,5,6,3,4,1,7,6,5,NA,NA,NA,2,NA,Sunni,1,5,3,2,2,1,2,1,4,1,1,1,2,1,4,1,4,5,5,5,1,2,5,1,4,1,M,Muslim,1,1,1,1,1,1,3,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,7,6,4,7,1,1,C5,Z06A25,6A,5C,11/9/2014,NA,1/14/2016,NA
3098,C0521,5,C,5C,Hindu,Friends,Friend1,1,2,M,21,1,7,4,6,7,5,5,6,4,4,3,3,8,NA,1,1,1,2,1,2,1,2,4,1,5,1,1,4,4,3,2,3,2,1,2,2,1,2,3,5,M,Hindu,5,3,1,1,5,1,2,4,3,1,1,2,1,7,3,4,1,5,1,1,1,2,1,1,NA,7,7,1,1,C5,Z06A26,6A,5C,7/22/2006,7/22/2006,1/14/2016,9.487671233
3105,C0522,5,C,5C,Muslim,Friends,Friend1,1,3,M,22,5,7,5,7,5,7,7,7,6,5,7,5,7,Pathan,1,5,1,1,1,1,1,2,2,1,1,1,2,1,4,4,4,1,1,1,1,1,1,1,1,3,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,0,C5,Z06A27,6A,5C,8/29/2005,NA,1/14/2016,10.38356164
3112,C0523,5,C,5C,Hindu,Friends,Friend1,1,3,M,23,7,7,6,6,7,3,7,NA,7,7,5,NA,8,NA,1,1,1,1,1,1,1,1,4,1,3,1,1,1,4,4,6,5,1,1,1,1,1,5,5,5,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,1,C5,Z06A28,6A,5C,12/28/2005,NA,1/14/2016,10.05205479
3121,C0524,5,C,5C,Hindu,Friends,Friend1,1,4,M,24,4,6,4,4,6,4,4,6,4,4,4,4,7,NA,1,2,2,1,1,2,1,4,4,2,2,3,1,1,4,2,2,2,1,1,1,1,2,1,5,2,M,Hindu,NA,2,2,1,1,1,1,1,2,2,1,4,5,5,5,1,2,1,1,1,1,5,3,7,4,7,1,1,1,C5,Z06C25,6C,5C,5/1/2015,6/5/2005,1/14/2016,NA
3125,C0525,5,C,5C,Hindu,Friends,Friend1,1,3,M,25,3,7,2,2,7,1,NA,7,5,6,5,3,8,NA,1,1,NA,3,1,2,1,2,4,1,1,5,1,1,4,3,5,2,4,4,2,2,2,1,2,2,M,Hindu,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,1,1,1,1,1,1,5,5,7,1,7,2,1,1,C5,Z06A29,6A,5C,12/26/2005,NA,1/14/2016,10.05753425
3132,C0526,5,C,5C,Muslim,Friends,Friend1,1,12,M,26,2,7,6,2,3,6,6,6,2,2,1,7,7,NA,1,3,4,2,5,2,4,2,4,4,4,5,2,1,4,7,4,5,3,3,1,1,1,5,3,1,M,Muslim,3,4,1,4,2,5,3,1,1,1,1,4,4,4,2,3,4,1,5,1,4,3,2,1,NA,4,1,1,1,C5,NA,NA,5C,NA,NA,1/14/2016,NA
3139,C0527,5,C,5C,Muslim,Friends,Friend1,1,4,M,27,7,7,1,1,3,7,7,6,6,3,4,2,NA,Sunni,1,1,1,2,1,1,1,2,4,2,1,2,2,2,4,1,1,3,1,1,1,1,1,1,5,5,M,Hindu,NA,2,2,1,1,1,1,1,2,2,1,4,5,5,5,1,2,1,1,1,1,5,3,7,4,7,1,1,0,C5,Z06A30,6A,5C,5/19/2006,NA,1/14/2016,9.663013699
